gene,avg_bulk_CPM,hgnc_symbol
ENSG00000268366,0.4233741033924448,SERTAD3-AS1
ENSG00000255185,0.423325684247063,PDXDC2P
ENSG00000249210,0.4233080659562625,GAPDHP38
ENSG00000181074,0.4232501680600052,OR52N4
ENSG00000225900,0.4232451852762229,HSPE1P13
ENSG00000207980,0.4231491203663347,MIR23A
ENSG00000280953,0.4231212273352884,LINC01163
ENSG00000234817,0.4230746888247491,ECI2-DT
ENSG00000227730,0.4228616254063849,MTND6P5
ENSG00000197588,0.4228056563393818,KLKP1
ENSG00000254352,0.4226984694057443,C4orf46P3
ENSG00000205810,0.4226659336050468,KLRC3
ENSG00000255521,0.4226293023431581,CD44-DT
ENSG00000250045,0.4226007994984738,CBX3P3
ENSG00000214407,0.4225662966832652,RDUR
ENSG00000222057,0.4222980848613322,RNU4-62P
ENSG00000244515,0.4222557477811334,KRT18P34
ENSG00000141028,0.4221549184326199,CDRT15P1
ENSG00000233654,0.4221507751026376,NEMP2-DT
ENSG00000230400,0.4221423974718909,LINC01747
ENSG00000139287,0.4220212806197778,TPH2
ENSG00000206899,0.421973048224841,RNU6-36P
ENSG00000188710,0.4219135153146583,QRFP
ENSG00000206688,0.4217661519789515,SNORD116-18
ENSG00000136574;ENSG00000285109,0.42169493786829965,GATA4
ENSG00000251819,0.421451573414549,RNU6-322P
ENSG00000173626,0.4214205171414907,TRAPPC3L
ENSG00000274512;ENSG00000276349,0.4212216985952846,TBC1D3L
ENSG00000225431,0.4210478558017823,LINC01671
ENSG00000265806,0.4207000711074253,MIR4292
ENSG00000236946,0.4204630005478021,HNRNPA1P70
ENSG00000203650,0.4200578709549931,LINC01285
ENSG00000275325,0.4200341819863483,PDCD6IPP1
ENSG00000260266,0.4199145806805436,PPIAP46
ENSG00000149506,0.4197763661076051,ZP1
ENSG00000236285,0.4196129638813426,NPM1P8
ENSG00000239519,0.4194196466393238,CADM2-AS1
ENSG00000283554,0.4194194300692306,LINC02341
ENSG00000199266,0.419160757881113,SNORA60
ENSG00000213557,0.4190528760502143,RPL31P43
ENSG00000251453,0.419052387571018,HAUS1P1
ENSG00000239282,0.4190411680895026,CASTOR1
ENSG00000275491,0.4190377950448788,LINC01730
ENSG00000241544,0.4190105815129875,LINC02029
ENSG00000233189,0.4188997828343581,RPL12P29
ENSG00000230568,0.4188692934574511,SF3A3P1
ENSG00000211597,0.4186990777922644,IGKJ1
ENSG00000254109,0.4186724999518563,RBPMS-AS1
ENSG00000187013,0.4186414271682593,LINC02875
ENSG00000207468,0.4184143149628077,SNORA19
ENSG00000256056,0.4181698587605883,C12orf71BP
ENSG00000128254,0.4180749251545295,YWHAH-AS1
ENSG00000225619,0.4180547858832883,MYT1L-AS1
ENSG00000259674,0.417994540621501,RPL7AP75
ENSG00000152705,0.4176633142484869,CATSPER3
ENSG00000255569,0.4175566922301943,TRAV1-1
ENSG00000172073,0.4173327756741617,SPMIP9
ENSG00000105550,0.4172965373922672,FGF21
ENSG00000234851,0.4170781128703442,RPL23AP42
ENSG00000204352,0.4170163710608112,FAM120A2P
ENSG00000177350,0.41672880402979,RPL13AP3
ENSG00000235183,0.4164910093458461,SRP14P3
ENSG00000171433,0.4163598173813673,GLOD5
ENSG00000250254,0.4162478464827018,PTTG2
ENSG00000252503,0.4159475418051445,RNU6-531P
ENSG00000234558,0.4158417221493465,API5P1
ENSG00000259933,0.4156771983138291,PKD1-AS1
ENSG00000146166,0.4156572695736255,LGSN
ENSG00000206281;ENSG00000231925;ENSG00000112493;ENSG00000206208;ENSG00000236490,0.41563130143646776,TAPBP
ENSG00000145879,0.415526208765154,SPINK7
ENSG00000241568,0.4152519527424204,RN7SL338P
ENSG00000235829,0.4151335251203493,TBCAP2
ENSG00000231327,0.4151018669442839,LINC01816
ENSG00000242242,0.4150788598269846,NECTIN3-AS1
ENSG00000251226,0.41491835450706,LINC02714
ENSG00000235440,0.4148776477488504,RPS2P15
ENSG00000256422,0.4148611170928894,LINC02552
ENSG00000250072,0.4147089825037658,SH3TC2-DT
ENSG00000210176,0.4145979870683429,MT-TH
ENSG00000213539,0.4144932576667596,YBX1P6
ENSG00000254226,0.4144654239842611,LINC01933
ENSG00000267014,0.4144513373762865,LINC01532
ENSG00000264769,0.414216083548764,MAFG-AS1
ENSG00000240889,0.4141988516441092,NDUFB2-AS1
ENSG00000185155,0.4141801382658927,MIXL1
ENSG00000233220,0.413965347293562,PRDM10-DT
ENSG00000219392,0.4137280465904505,ZNF602P
ENSG00000227492,0.4135878768892345,CHUK-DT
ENSG00000166152,0.4131557035713914,C16orf78
ENSG00000240925,0.4131272100729053,RPS20P31
ENSG00000223336,0.4131201742658433,RNU2-6P
ENSG00000261647,0.4130236262514634,IMPDH1P11
ENSG00000266256,0.4128125234352561,LINC00908
ENSG00000236120,0.4128020239166299,LINC03070
ENSG00000199488,0.4127611994568165,RNU1-70P
ENSG00000225339,0.4127419678157733,SMIM29-AS1
ENSG00000224707,0.412255570319641,E2F3-IT1
ENSG00000252174,0.4121946363219239,RNU7-18P
ENSG00000253686,0.4121099041512717,LINC01484
ENSG00000224261,0.4120350397883947,RPSAP18
ENSG00000232374,0.4119369712171136,GPR79
ENSG00000162763,0.4116303099598438,LRRC52
ENSG00000233690,0.4113501657440738,EBAG9P1
ENSG00000230316,0.4113484163658684,FEZF1-AS1
ENSG00000255189,0.4109177445922205,GLYATL1P1
ENSG00000125631,0.4107546381283304,HTR5BP
ENSG00000147378,0.4106798396390512,FATE1
ENSG00000250170,0.410624912959549,RASA2-IT1
ENSG00000274965;ENSG00000134160,0.41040645448512075,TRPM1
ENSG00000252707,0.4101740845368068,RNU11-2P
ENSG00000170788,0.4101530680115659,DYDC1
ENSG00000260125,0.4100957849962355,AGBL1-AS1
ENSG00000264943,0.4100263187243466,SH3GL1P2
ENSG00000171815,0.4095834163776483,PCDHB1
ENSG00000259687,0.40954218906235,LINC01220
ENSG00000201321,0.4095142435411432,RNA5S9
ENSG00000254879,0.409514031932868,PTPRJ-AS1
ENSG00000224023,0.4092216246419756,EDRF1-DT
ENSG00000240253,0.4091490219100919,FAR2P3
ENSG00000232273,0.4091280999094743,FTH1P1
ENSG00000254862,0.4089287280765371,LGR4-AS1
ENSG00000165694,0.4087342348834809,FRMD7
ENSG00000235090,0.4086286256040411,RPL7L1P3
ENSG00000256633,0.4085030670049628,PDE2A-AS2
ENSG00000234919,0.408029010799407,LINC01827
ENSG00000271303,0.4078879410350886,SRXN1
ENSG00000203811,0.4078515285132029,H3C14
ENSG00000272068,0.4075582094581709,BCAN-AS1
ENSG00000197099,0.4074180046816962,HRG-AS1
ENSG00000207217,0.4073659284308693,SNORA80D
ENSG00000259516,0.407328666738664,ANP32AP1
ENSG00000125975,0.4073283971884244,C20orf173
ENSG00000249667,0.4072635170781081,LINC01259
ENSG00000229162,0.407261556702347,RUNX3-AS1
ENSG00000241217,0.4072255735164107,RN7SL809P
ENSG00000220392,0.4071944210168945,FCF1P5
ENSG00000124657,0.4071814295640673,OR2B6
ENSG00000237704,0.4070845447346746,MSL3P3
ENSG00000234073,0.4069839173962117,CBX3P10
ENSG00000244264,0.4068917234184345,RN7SL597P
ENSG00000258457,0.4068068481074938,AJUBA-DT
ENSG00000172155,0.4067032384829299,LCE1D
ENSG00000180673,0.4065423573940472,EXOC5P1
ENSG00000232803,0.4064482263613136,SLCO4A1-AS1
ENSG00000215277,0.4064458617886824,RNF212B
ENSG00000206612,0.40623602758979,SNORA2A
ENSG00000224173,0.4062010123641692,LINC02831
ENSG00000272344,0.4060836633929445,SNORD114-21
ENSG00000207562,0.4059250617288424,MIR34C
ENSG00000238286,0.4058338197633631,SLC35E1P1
ENSG00000197753,0.4057662979213556,LHFPL5
ENSG00000162526,0.4057331149003698,TSSK3
ENSG00000188585,0.405720555593643,CLEC20A
ENSG00000215595,0.4057077547922686,C20orf202
ENSG00000163217,0.4056750103013503,BMP10
ENSG00000224805,0.4054892796798434,LINC00853
ENSG00000131126,0.4054681538295496,TEX101
ENSG00000254960,0.405433983035262,KIRREL3-AS2
ENSG00000211746;ENSG00000282621,0.4050472116062366,TRBV19
ENSG00000085721;ENSG00000278494,0.4050064928803959,RRN3
ENSG00000188755,0.4048313751292962,TBC1D3P2
ENSG00000103546,0.4047531735544415,SLC6A2
ENSG00000229331,0.4046702862614424,GK-IT1
ENSG00000227001,0.4046000651221503,NBPF2P
ENSG00000237972,0.4044999874786711,TUBG1P
ENSG00000232093,0.4042830959057235,DCST1-AS1
ENSG00000271631,0.4041617018402763,SLC46A2-AS1
ENSG00000241511,0.4040331386541968,RPS15AP24
ENSG00000122133,0.4039956141840217,PAEP
ENSG00000253944,0.4038757247266193,MTUS1-DT
ENSG00000235848,0.4037829411035277,RMDN2-AS1
ENSG00000270772,0.4037044324185435,PDHA1P1
ENSG00000185038,0.4036471293080809,MROH2A
ENSG00000232679,0.4035866793593477,LINC01705
ENSG00000222898,0.4033891528356103,RN7SKP97
ENSG00000253633,0.4033709749536337,LINC03047
ENSG00000275011,0.4032897086456016,ALOXE3P1
ENSG00000232310,0.4031984198165993,LINC03002
ENSG00000263232,0.4030056677895281,ATP5F1AP3
ENSG00000282522;ENSG00000244257,0.402935946466759,PKD1P1
ENSG00000211784,0.402747594629,TRAV10
ENSG00000170128,0.4023532474945105,GPR25
ENSG00000227295,0.4023471788745775,ELL2P1
ENSG00000254244,0.4021107328271091,PAICSP4
ENSG00000260809,0.4020603766213445,VPS35P1
ENSG00000228401,0.4019793807851798,LNCEGFL7OS
ENSG00000240350,0.4019721917754129,SOCAR
ENSG00000284138,0.4019464038323568,ATP6V0CP4
ENSG00000124557,0.4019406477855023,BTN1A1
ENSG00000179111,0.4018434892285555,HES7
ENSG00000283141,0.4016984451074264,LINC02666
ENSG00000235413,0.4014766997463693,KRT18P63
ENSG00000224398;ENSG00000228875;ENSG00000204435;ENSG00000206406;ENSG00000224774;ENSG00000230700;ENSG00000232960,0.40122340831773273,CSNK2B
ENSG00000225037,0.4011898681569454,EIF1AX-AS1
ENSG00000240392,0.4011499267683018,RPL9P3
ENSG00000266921,0.4010638323946295,ZNF230-DT
ENSG00000229154,0.4008769856272295,KCNQ5-AS1
ENSG00000168269,0.4008326892308911,FOXI1
ENSG00000234702,0.4003921920586044,VDAC1P3
ENSG00000243918,0.4002916972440477,EIF4BP8
ENSG00000172967,0.4002686881072673,XKR3
ENSG00000213731,0.4001585452887266,RAB5CP1
ENSG00000236028,0.4001106746281099,EYA2-AS1
ENSG00000202474,0.4000326464839936,RNA5SP283
ENSG00000246528,0.4000272451836129,SLCO5A1-AS1
ENSG00000250891,0.3999369005791698,LINC02208
ENSG00000215210,0.3993699731216256,RBMXP2
ENSG00000197079,0.3993059270874435,KRT35
ENSG00000267549,0.3990992277387795,ZSCAN5A-AS1
ENSG00000230537,0.3990722156737801,LINC02937
ENSG00000283429,0.399068731419316,MIR1244-3
ENSG00000275026,0.3989503144083164,GXYLT1P4
ENSG00000270225,0.3988528530179975,MTCO2P22
ENSG00000234438,0.3985793987007106,KBTBD13
ENSG00000242931,0.398447236167653,RPL7P49
ENSG00000236444,0.3983796348942218,UBE2L5
ENSG00000169327,0.3982396322101115,OR5AU1
ENSG00000124915,0.3982131240329458,MYRF-AS1
ENSG00000178217,0.3981606463122137,SH2D4B
ENSG00000205359,0.3980256636646634,SLCO6A1
ENSG00000244586,0.3979072866954561,WNT5A-AS1
ENSG00000232352,0.397580541286791,SEMA3B-AS1
ENSG00000234816,0.3970600795459907,H2AC5P
ENSG00000234184,0.3970553324214904,LINC01781
ENSG00000172640,0.3968914860606696,OR10AD1
ENSG00000223117,0.3968887069536294,RN7SKP296
ENSG00000004948,0.3968455264326944,CALCR
ENSG00000265788,0.3967865290246808,NOS2P1
ENSG00000213440,0.3966781576564495,H2AZP1
ENSG00000285373,0.3964953142124288,LINC02478
ENSG00000170044,0.3964297509043944,ZPLD1
ENSG00000276710;ENSG00000282457,0.3963734441050262,CSPG4P10
ENSG00000248159,0.3963554255901156,HSPA8P11
ENSG00000223489,0.3963452252647551,NEFHP1
ENSG00000211688,0.3962631209058442,TRGJP2
ENSG00000258741,0.3961796534574919,H2AZ2P1
ENSG00000222460,0.3959446081570785,RN7SKP271
ENSG00000166917,0.3959076658043354,MIR202HG
ENSG00000226741,0.3958152050095698,LINC02554
ENSG00000272081,0.3957970887965534,FCHO2-DT
ENSG00000229743,0.3957578889024467,LINC01159
ENSG00000274225,0.3957246409596641,HEPFAL
ENSG00000250451,0.3955981924522584,HOXC-AS1
ENSG00000183439,0.3953856676627926,TRIM61
ENSG00000205837,0.3953524971576773,LINC00487
ENSG00000225328,0.3953336445094763,LINC01594
ENSG00000213574,0.3952663229523923,LDHAP5
ENSG00000255358,0.3952536849786443,NDUFAF2P2
ENSG00000158485,0.3952248850626991,CD1B
ENSG00000213938,0.3952107226179424,SEPHS1P6
ENSG00000123171,0.3952056190981294,CCDC70
ENSG00000239455,0.3951157254404481,PTPN11P1
ENSG00000075290,0.3950937620088141,WNT8B
ENSG00000230267,0.3949714007623959,HERC2P4
ENSG00000173389,0.3949290212292491,IQCF1
ENSG00000258872,0.3947852004445288,FDPSP3
ENSG00000226945,0.3942599775622007,RPL13AP8
ENSG00000225264,0.39424241745032,ZNRF2P2
ENSG00000285051,0.39417312871115,SLC7A14-AS1
ENSG00000270739,0.3941392200554802,THAP5P2
ENSG00000240454,0.3940075265168593,RPL39P26
ENSG00000227523,0.3938931784385053,RPS20P15
ENSG00000147432,0.3938600708138483,CHRNB3
ENSG00000260828,0.3935521233262646,HMGB3P32
ENSG00000248925,0.3935124276084862,PDCD6-DT
ENSG00000258380,0.393497013592696,FOXN3-AS4
ENSG00000179253,0.3932999923885653,CDH4-AS2
ENSG00000270832,0.3927637902619263,CMPK1P2
ENSG00000211866,0.3927330681617084,TRAJ23
ENSG00000166211,0.3925205819981066,SPIC
ENSG00000265702,0.391920492500756,MARCHF10-AS1
ENSG00000258427,0.3917647094371093,RMB8AP1
ENSG00000264026,0.3917406214436489,LINC02003
ENSG00000204978,0.3915452361949143,ERICH4
ENSG00000235354,0.3915413341967115,RPS29P16
ENSG00000242852,0.3911131896425537,ZNF709
ENSG00000255129,0.391108591745951,TTC12-DT
ENSG00000225569,0.390803007917151,CCT4P2
ENSG00000267336,0.3907741170201896,EIF4A2P1
ENSG00000215866,0.3907058834292271,LINC01356
ENSG00000251411,0.3905175362822053,ARPC1AP4
ENSG00000250980,0.3904878104588821,NSA2P6
ENSG00000255326,0.3903325637969281,MAP6-AS1
ENSG00000225263,0.3898465399431732,PCDH9-AS3
ENSG00000244378,0.3898312759888653,RPS2P45
ENSG00000250436,0.3897890068688845,LINC02499
ENSG00000253974,0.3897399984846577,NRG1-IT1
ENSG00000270614,0.3896558282696389,UBXN2AP1
ENSG00000212993,0.3896544137890303,POU5F1B
ENSG00000109205,0.3895251790992255,ODAM
ENSG00000188459,0.3890319232858971,WASF4P
ENSG00000213592,0.3889835171701082,PPIAP42
ENSG00000253915,0.3889069852676356,MAPRE1P1
ENSG00000270689,0.388829608265253,BUD13P1
ENSG00000237872,0.3888241477055861,POU5F1P4
ENSG00000224060,0.3886530078496208,ARSLP1
ENSG00000238249,0.388601443692752,HMGN2P17
ENSG00000156574,0.3885070659708032,NODAL
ENSG00000164438,0.388483347381948,TLX3
ENSG00000257303,0.3884039284920684,CNPY2-AS1
ENSG00000213754,0.3883571334533277,KPNA4P1
ENSG00000233747,0.3881123655531723,RPL36AP13
ENSG00000283597,0.388009861848315,FAM169BP
ENSG00000213055,0.3879755700608651,EEF1B2P7
ENSG00000163394,0.3878355769809316,CCKAR
ENSG00000231817,0.3876889958883256,LINC01198
ENSG00000265683,0.3875928646410692,SYPL1P2
ENSG00000260653,0.3872882354121292,MIR3147HG
ENSG00000167800,0.3869848303894825,TBX10
ENSG00000240723,0.3867676255085654,RN7SL382P
ENSG00000202290,0.3867393955577357,RNA5SP37
ENSG00000233588,0.3865186221060674,CYP51A1P2
ENSG00000240954,0.3863052974539505,RPL4P1
ENSG00000230442,0.3860565035663253,ASB15-AS1
ENSG00000282989,0.3860425338225216,PDCL3P2
ENSG00000267281,0.3859943562402357,ATF7-NPFF
ENSG00000275444;ENSG00000177257;ENSG00000285433,0.3859852846599463,DEFB4B
ENSG00000237798,0.3857898719694862,WIPF1-AS1
ENSG00000131668,0.3857069507303551,BARX1
ENSG00000230793,0.385640853929095,SMARCE1P5
ENSG00000274671;ENSG00000152939,0.3856142752431978,MARVELD2
ENSG00000075429,0.3855950717023392,CACNG5
ENSG00000269119,0.3855769335349682,HNRNPA1P52
ENSG00000231851,0.3854129686811251,MRPS9-AS1
ENSG00000228237,0.3853824732010435,EFCAB14-AS1
ENSG00000101883,0.3853653167717604,RHOXF1
ENSG00000120160,0.3852156080734907,EQTN
ENSG00000258485,0.3849456419592598,SRMP2
ENSG00000285457;ENSG00000269954,0.3848413349647079,BLK-AS1
ENSG00000239483,0.3847967333542018,RPS15AP16
ENSG00000164900,0.3847356387214724,GBX1
ENSG00000236732,0.384154219996043,RPL21P137
ENSG00000232759,0.3841342841113399,STEAP1B-AS1
ENSG00000254560,0.3840434486503696,BBOX1-AS1
ENSG00000251179,0.3840170564739086,TMEM92-AS1
ENSG00000240280,0.3837239870397997,TCAM1P
ENSG00000249201,0.3836836511302681,TERLR1
ENSG00000092377,0.3834109334880464,TBL1Y
ENSG00000248690,0.3834011742547494,HAS2-AS1
ENSG00000211805,0.3833941620691873,TRAV24
ENSG00000188693,0.383244327969281,CYP51A1-AS1
ENSG00000021461,0.3831645547790509,CYP3A43
ENSG00000120055,0.3830965906555281,C10orf95
ENSG00000201700,0.3830690967458019,SNORD113-3
ENSG00000237575,0.3830039350897327,PYY2
ENSG00000230061,0.3827826510022488,TRPM2-AS
ENSG00000249934,0.3827736216151604,NCOA4P2
ENSG00000111732,0.3825116904639186,AICDA
ENSG00000232998,0.3824663451622318,VPS13A-AS1
ENSG00000249961,0.3822851987781395,TERB1
ENSG00000226632,0.3822494010471835,UBE2V1P1
ENSG00000226982,0.3822268951096331,CENPCP1
ENSG00000238072,0.3821315497697545,CDC26P1
ENSG00000227331,0.3816648721996754,RPL7AP22
ENSG00000262874,0.3814687658909058,C19orf84
ENSG00000229656,0.3813007238612109,ITGB1-DT
ENSG00000106038,0.381138147260933,EVX1
ENSG00000163497,0.3811177560567079,FEV
ENSG00000124159,0.3809538231800662,MATN4
ENSG00000237897,0.3808336813076941,MATR3P3
ENSG00000214659,0.3807956691010458,KRT8P26
ENSG00000103023,0.3806302602161382,PRSS54
ENSG00000228290,0.3806047349616052,TBX18-AS1
ENSG00000260737,0.380310897730371,LINC01227
ENSG00000268438,0.3799219525021351,BNIP3P27
ENSG00000251450,0.3798212243997455,RASGRF2-AS1
ENSG00000256464,0.3797083408860084,YWHABP2
ENSG00000121446,0.3794070784096049,RGSL1
ENSG00000215452,0.3794059061684587,ZNF663P
ENSG00000227827,0.3788506184305573,PKD1P2
ENSG00000166603,0.3787525830169038,MC4R
ENSG00000234322,0.3784699848856767,ST13P18
ENSG00000204403,0.3783003049641723,CASP12
ENSG00000148704,0.3782949062145315,VAX1
ENSG00000259845,0.3780492496222306,HERC2P10
ENSG00000232850,0.377900201373803,PTGES2-AS1
ENSG00000228002,0.377869480787639,DHX9P1
ENSG00000213371,0.3778468225529093,NAP1L1P3
ENSG00000266708,0.3778154441230441,RAB12-AS1
ENSG00000262870,0.377674954084206,CYCSP40
ENSG00000258713,0.3775458812684597,C20orf141
ENSG00000263958,0.3774006194504874,NETO1-DT
ENSG00000226807;ENSG00000282181,0.37737825939843994,MROH5
ENSG00000246214,0.3772666616197597,RETREG1-AS1
ENSG00000181786,0.3771911390967509,ACTL9
ENSG00000226330,0.3770229069427143,PPP1R15B-AS1
ENSG00000234031,0.3769648241135677,RPS3AP44
ENSG00000226828,0.3768644171533,LINC02774
ENSG00000118017,0.3765053854299876,A4GNT
ENSG00000073734;ENSG00000276582,0.376155488682921,ABCB11
ENSG00000259100,0.3760484064811399,COILP1
ENSG00000105549,0.3758840683328351,SPMAP2
ENSG00000240668,0.3758315941005892,KRT8P36
ENSG00000249089,0.3757681232718277,AIG1P1
ENSG00000104044;ENSG00000277361,0.3757648768971256,OCA2
ENSG00000183476,0.3756418708182958,SH2D7
ENSG00000230710,0.3750568167764893,LINC00332
ENSG00000151005,0.3748590671633428,TKTL2
ENSG00000259349,0.3748322747893274,APPBP2-DT
ENSG00000213467,0.3746692813234607,HMGB1P37
ENSG00000180178,0.3745846888213271,FAR2P1
ENSG00000206501;ENSG00000237829;ENSG00000236560;ENSG00000204619;ENSG00000234058;ENSG00000227720;ENSG00000237403;ENSG00000233314,0.3745324058236925,PPP1R11
ENSG00000111049,0.3745195511519659,MYF5
ENSG00000234534,0.374492019217362,CSNK1G2P1
ENSG00000102970,0.3743741715151767,CCL17
ENSG00000224315,0.3742408582292198,RPL7P7
ENSG00000124257,0.3741638906438723,NEURL2
ENSG00000244691,0.374083630058981,RPL10AP1
ENSG00000244052,0.3739394430992495,RPL5P24
ENSG00000229029,0.3737316740049753,CDCA4P1
ENSG00000259459,0.3737218708999183,LINC02568
ENSG00000199080,0.3735759801108529,MIR133B
ENSG00000183035,0.3735546933223435,CYLC1
ENSG00000209482,0.3733257068669526,SNORD83A
ENSG00000270814,0.3731567275089532,DMAC1P1
ENSG00000180383,0.3731142031338813,DEFB124
ENSG00000235020,0.3728461581203338,CACNB2-AS2
ENSG00000259856,0.3727501524657027,RAB43P1
ENSG00000234705,0.3727290490408929,HMGA1P4
ENSG00000228548,0.3726785648366183,ITPKB-AS1
ENSG00000255329,0.3726392963170756,H2AZP4
ENSG00000264169,0.37259579938709,RN7SL665P
ENSG00000259032,0.3725312182920501,ENSAP2
ENSG00000174948,0.3724671266268001,GPR149
ENSG00000283516,0.3720560773055592,LITAFD
ENSG00000269907,0.3720309278906852,PTMAP11
ENSG00000281013;ENSG00000184983;ENSG00000272765;ENSG00000277365;ENSG00000273397,0.37196299671760197,NDUFA6
ENSG00000231728,0.3718424823873534,TMSB15B-AS1
ENSG00000249691,0.3717427325213994,DPPA4P2
ENSG00000260490,0.3717302046835295,MYL12BP1
ENSG00000228701,0.3713460695289823,TNKS2-DT
ENSG00000265692,0.3713413814167506,LINC01970
ENSG00000207313,0.3711781059066675,SNORA2B
ENSG00000256742,0.3710465886608725,KDM2B-DT
ENSG00000240032,0.3709912630573859,LNCSRLR
ENSG00000236375,0.3707447639372548,POU5F1P5
ENSG00000237336,0.3706596530461118,DENND1A-AS1
ENSG00000248098,0.3705572863739748,BCKDHA
ENSG00000156920,0.3703840632733662,ADGRG4
ENSG00000255337,0.3703245958213496,TMEM123-DT
ENSG00000218502,0.3702261749193168,H2AZP3
ENSG00000261794,0.3701437572163238,GOLGA8H
ENSG00000254449,0.3700650739279688,SF3A3P2
ENSG00000181359,0.3700639381669718,HSP90AA6P
ENSG00000246877,0.369975343394904,DNM1P35
ENSG00000227495,0.369963240527155,KIF1C-AS1
ENSG00000248966,0.3699541417487603,BCLAF1P1
ENSG00000235172,0.3697723370143311,LINC01366
ENSG00000234043,0.3693814875432736,NUDT9P1
ENSG00000198658,0.3693353275060205,ABHD17AP1
ENSG00000251249,0.3692996695265119,LINC03074
ENSG00000233040,0.3692947015596432,FAM204BP
ENSG00000250853,0.3692509349830055,RNF138P1
ENSG00000281145;ENSG00000211650,0.36920395689730245,IGLV5-45
ENSG00000183888,0.3691443896370315,SRARP
ENSG00000270006,0.3690873830537509,C16orf95-DT
ENSG00000240751,0.3690744556066621,RABGGTBP1
ENSG00000177197,0.3690041427757908,PCNPP5
ENSG00000209082,0.3689947187265204,MT-TL1
ENSG00000165837,0.3688969763709401,ERICH6B
ENSG00000227959,0.368884316664557,EPHA2-AS1
ENSG00000242067,0.3688555186133168,RPL9P28
ENSG00000243313,0.3688020285217225,RN7SL285P
ENSG00000263293,0.3687405400081439,EFCAB13-DT
ENSG00000221953,0.3686977209218675,LINC02897
ENSG00000161973,0.3686616520167184,CCDC42
ENSG00000255082,0.3684683683793623,GRM5-AS1
ENSG00000253525,0.3682388984435769,CPP
ENSG00000213250,0.368207250771081,RBMS2P1
ENSG00000235112,0.3680331749215829,HSPE1P27
ENSG00000226009,0.368032680952353,KCNIP2-AS1
ENSG00000222035,0.3680245477243482,KIAA2012-AS1
ENSG00000275410;ENSG00000276194,0.3680118847256828,HNF1B
ENSG00000197822;ENSG00000273814,0.3679908290575192,OCLN
ENSG00000259335,0.3679546231201306,HNRNPMP1
ENSG00000207137,0.3678452828864014,SNORD116-13
ENSG00000205106,0.3677159552785905,LINC02716
ENSG00000259804,0.3675264655803607,CTCF-DT
ENSG00000228007,0.3674667796317752,RPL36AP7
ENSG00000261420,0.3672749509726813,MPC1-DT
ENSG00000186399,0.3671245044055626,GOLGA8R
ENSG00000258479,0.3670645599999891,LINC00640
ENSG00000279486,0.3670403842892106,OR2AG1
ENSG00000185607,0.3669313487306561,ACTBP7
ENSG00000228069,0.3669094604501637,MTCO3P29
ENSG00000198028,0.3667425270709206,ZNF560
ENSG00000231742,0.366699112648026,LINC01273
ENSG00000229515,0.3665010343624472,FLT1P1
ENSG00000170367,0.3664630616133744,CST5
ENSG00000258413,0.366329273844654,FBXO34-AS1
ENSG00000236047,0.3662616695052211,RPL13AP12
ENSG00000224533,0.3661640159732237,TMLHE-AS1
ENSG00000243260,0.3661311208775253,RN7SL558P
ENSG00000182366,0.3660635971857864,FAM87A
ENSG00000227070,0.3660382716591844,EPS15-AS1
ENSG00000231047,0.3659765221338025,GCNT1P3
ENSG00000230138,0.3659101199254186,LINC02812
ENSG00000237593,0.3658518963960986,RPL17P24
ENSG00000240950,0.3658502281238243,RPL8P3
ENSG00000196420,0.3658441489019907,S100A5
ENSG00000259361,0.365768878090253,LINC00927
ENSG00000221643,0.3657534002205146,SNORA77
ENSG00000214617,0.3657381404772802,SLC6A10P
ENSG00000225690,0.3655878080834305,TREML5P
ENSG00000199545,0.3655776405373317,RNA5SP195
ENSG00000244538,0.3654395378302826,RPS27P13
ENSG00000206848,0.3652835736937183,RNU6-890P
ENSG00000236013,0.3652343537718714,LINC02941
ENSG00000120498,0.3652131680556771,TEX11
ENSG00000225684,0.3651526574488755,FAM225B
ENSG00000237729,0.3649548441536948,RPS27P17
ENSG00000229780,0.3641744467386267,UBE2Q1-AS1
ENSG00000273297,0.3640225729111436,LINC03060
ENSG00000225877,0.3639722801042391,PSG8-AS1
ENSG00000215899,0.3638958589552107,EEF1A1P46
ENSG00000224101,0.3638590336888952,ELMO1-AS1
ENSG00000185056,0.3638440381752058,C5orf47
ENSG00000274209,0.363717872268451,ANTXRL
ENSG00000211595,0.3637069179468082,IGKJ3
ENSG00000234981,0.3636263430446149,RPL7AP20
ENSG00000242268,0.3635682415695377,LINC02082
ENSG00000187922,0.3635250177083134,LCN10
ENSG00000283703,0.3632124063829123,VSIG10L2
ENSG00000262516,0.3631759101629684,DPPA3P6
ENSG00000178172,0.3630787250224211,SPINK6
ENSG00000271888,0.3630020454634071,JARID2-DT
ENSG00000240393,0.3629949482557292,DRG1P2
ENSG00000226342,0.3626312721962215,NMD3P1
ENSG00000169627,0.3624589069258058,BOLA2B
ENSG00000205212,0.3623904457187098,CCDC144NL
ENSG00000226453,0.3621297863826314,LINC02542
ENSG00000226205,0.3620216805639107,RPS3AP27
ENSG00000183770,0.3620017633762488,FOXL2
ENSG00000124157,0.3619505033712233,SEMG2
ENSG00000262185,0.3619261927578464,LINC02861
ENSG00000264006,0.3619223473475467,AKR1C8
ENSG00000226549,0.3618390004092745,SCDP1
ENSG00000224222,0.3617022304153893,LINC02636
ENSG00000172650,0.3616599817301333,AGAP5
