gene_symbol,homlof_populations
TDRD9,2
TDRD12,2
TDRD10,2
TDO2,2
TCTE1,2
TCP11L2,2
TCHP,2
TCHHL1,2
TCAIM,2
TCAF2,2
TBX10,2
TBC1D4,2
SYNE3,2
TBC1D28,2
TBC1D17,2
TBC1D10C,2
TBC1D1,2
TATDN3,2
TAS2R38,2
TAS2R10,2
TAS2R1,2
TARM1,2
TAPBPL,2
TAF11L2,2
TAAR9,2
SYNRG,2
SYNE4,2
MOSPD1,2
RHBDL3,2
MOCOS,2
CGB7,2
CFAP52,2
CFAP53,2
CFAP69,2
CFAP91,2
CFHR2,2
CFTR,2
CGN,2
CNPY1,2
CHGA,2
CHID1,2
CHM,2
CHML,2
CHMP4A,2
CHPF2,2
CFAP43,2
CFAP300,2
CFAP276,2
CFAP251,2
CFAP20DC,2
CFAP206,2
CETN3,2
CES1,2
CERS5,2
CEP85L,2
CEP72,2
CEP70,2
CEP57L1,2
CEP250,2
CEP162,2
CEP128,2
CEP126,2
CHPT1,2
CHRDL2,2
CHRNA10,2
CLEC4D,2
CNGA4,2
CNGA3,2
CNBD2,2
CMSS1,2
CLRN1,2
CLIP1,2
CLIC2,2
CLHC1,2
CLGN,2
CLEC9A,2
CLEC7A,2
CLEC4M,2
CLEC4F,2
CLEC4E,2
CLEC19A,2
CHRNB4,2
CLEC18C,2
CLDN25,2
CLDN22,2
CLDN18,2
CLCN4,2
CLCA2,2
CLCA1,2
CLBA1,2
CIRBP,2
CIP2A,2
CILK1,2
CIB4,2
CIAO2A,2
CHST8,2
CENPS,2
CENPQ,2
CENPJ,2
CCDC166,2
CCDC96,2
CCDC89,2
CCDC83,2
CCDC77,2
CCDC73,2
CCDC50,2
CCDC42,2
CCDC40,2
CCDC39,2
CCDC28A,2
CCDC27,2
CCDC190,2
CCDC188,2
CCDC185,2
CCDC160,2
CCER1,2
CCDC158,2
CCDC150,2
CCDC148,2
CCDC144A,2
CCDC142,2
CCDC138,2
CCDC136,2
CCDC122,2
CCDC107,2
CC2D1A,2
CBY3,2
CBWD6,2
CBWD3,2
CATSPER4,2
CCDC97,2
CCKAR,2
CEMP1,2
CDC7,2
CELSR1,2
CELA3B,2
CELA2B,2
CELA2A,2
CELA1,2
CEL,2
CEBPZOS,2
CEACAM6,2
CEACAM4,2
CDYL2,2
CDK5RAP2,2
CDHR2,2
CDH24,2
CDCA7L,2
CDC42BPG,2
CCL18,2
CDC25C,2
CDADC1,2
CD82,2
CD3G,2
CD300C,2
CD276,2
CD207,2
CD200R1L,2
CD163L1,2
CCZ1B,2
CCT8L2,2
CCS,2
CCNDBP1,2
CCM2L,2
CNNM1,2
CNPY4,2
DUSP23,2
DEPDC7,2
DELE1,2
DENND1C,2
DENND2D,2
DENND3,2
DEPDC1,2
DEPDC1B,2
DEPTOR,2
CNTF,2
DEUP1,2
DFFA,2
DGAT2,2
DGKG,2
DHRS1,2
DHRS12,2
DEFB113,2
DEFB112,2
DEFB1,2
DECR2,2
DECR1,2
DDX60,2
DDX52,2
DDX51,2
DDX43,2
DDX25,2
DCT,2
DCSTAMP,2
DCST2,2
DCLK3,2
DCBLD2,2
DBX2,2
DAW1,2
DHRS4,2
DHRS7,2
DHTKD1,2
DOK2,2
DTWD2,2
DTNB,2
DTD2,2
DSG4,2
DSG3,2
DSC3,2
DRC7,2
DRC1,2
DRAXIN,2
DPP4,2
DPP3,2
DPEP1,2
DOP1B,2
DOK7,2
DOCK10,2
DHX34,2
DOCK1,2
DNASE1L2,2
DNASE1,2
DNAJC28,2
DNAJB7,2
DNAI3,2
DNAH8,2
DNAH6,2
DNAH5,2
DNAH2,2
DNAH17,2
DNAAF11,2
DMC1,2
DIPK1B,2
DAPL1,2
DAO,2
CZIB,2
CORO6,2
CSF3R,2
CSAD,2
CRP,2
CROCC,2
CRLF2,2
CRISPLD1,2
CRISP2,2
CRISP1,2
CREB3L2,2
CREB3,2
CRAT,2
CPXM2,2
CPT1B,2
CPB1,2
CORO2A,2
CSN1S1,2
CORO1B,2
COPZ2,2
COMP,2
COLQ,2
COL5A3,2
COL4A5,2
COL28A1,2
COL26A1,2
COL24A1,2
COL18A1,2
COBLL1,2
COA1,2
CNTROB,2
CNTNAP3,2
CSH2,2
CSNK1A1L,2
CYSRT1,2
CUZD1,2
CYS1,2
CYP4F11,2
CYP4B1,2
CYP3A4,2
CYP2E1,2
CYP2B6,2
CYP27C1,2
CYP20A1,2
CYB5R2,2
CYB5D2,2
CYB561D2,2
CXorf65,2
CXCR1,2
CXCL9,2
CTU2,2
CSNK2A3,2
CTSZ,2
CTSL,2
CTSH,2
CTSF,2
CTSC,2
CTNNA3,2
CTHRC1,2
CTBP2,2
CT55,2
CSTPP1,2
CSTL1,2
CST9,2
CST6,2
CSPG4,2
CAT,2
CAST,2
CASP7,2
ANKRD31,2
ANKK1,2
ANKMY1,2
ANKRD18B,2
ANKRD2,2
ANKRD22,2
ANKRD26,2
ANKRD36C,2
CASP5,2
ANKUB1,2
ANO10,2
ANO5,2
ANOS1,2
ANTKMT,2
ANXA11,2
ANKDD1B,2
ANKDD1A,2
ANKAR,2
ANGPTL7,2
ANGPTL4,2
ANGPTL3,2
ANGPTL1,2
ANG,2
AMZ1,2
AMY2A,2
AMPD1,2
AMIGO3,2
AMELX,2
AMBP,2
AMBN,2
ALOXE3,2
ALOX5,2
ANXA3,2
ANXA4,2
ANXA5,2
APOL5,2
ARHGEF39,2
ARHGEF35,2
ARHGEF28,2
ARHGEF26,2
ARHGEF25,2
ARHGEF15,2
ARHGEF10,2
ARHGAP36,2
ARHGAP33,2
ARHGAP27,2
ARHGAP19,2
ARAP2,2
AR,2
APOLD1,2
APOL4,2
ANXA7,2
APOL3,2
APOH,2
APOC4,2
APOC1,2
APOBEC3G,2
APOBEC3D,2
APOBEC3A,2
APOB,2
APOA5,2
APEX2,2
AP5Z1,2
AOC1,2
ANXA8L1,2
ANXA8,2
ALOX15B,2
ALOX12,2
ALMS1,2
ACAA1,2
ADAM28,2
ADAM12,2
ACTL7A,2
ACTBL2,2
ACSM5,2
ACSM2B,2
ACSM1,2
ACP6,2
ACOT13,2
ACO1,2
ACKR4,2
ACKR1,2
ACBD7,2
ACACB,2
ABRA,2
ADAM9,2
ABHD4,2
ABHD14A,2
ABHD12B,2
ABHD1,2
ABCG5,2
ABCD1,2
ABCC3,2
ABCB8,2
AASDH,2
AAMDC,2
AADACL3,2
AAAS,2
A2M,2
MNS1,2
ADAM29,2
ADAMTS14,2
ALKBH6,2
AGXT2,2
ALKBH2,2
ALKAL1,2
ALDH8A1,2
ALDH3B1,2
AKR7A3,2
AKR7A2,2
AKAP9,2
AKAP14,2
AK9,2
AK8,2
AIM2,2
AIFM3,2
AIF1,2
AHSP,2
AGR3,2
ADAMTS17,2
AGER,2
AGAP4,2
AGAP3,2
AEN,2
ADH4,2
ADH1A,2
ADGRV1,2
ADGRL4,2
ADGRF3,2
ADGRF1,2
ADGRD2,2
ADGB,2
ADCY7,2
ADAT1,2
ARID3C,2
ARL14EPL,2
ARL9,2
C19orf18,2
C2CD6,2
C22orf31,2
C20orf96,2
C20orf202,2
C1orf87,2
C1orf210,2
C1orf141,2
C1orf100,2
C1RL,2
C1QTNF7,2
C1QTNF5,2
C1QTNF4,2
C1QA,2
C19orf44,2
C17orf98,2
C2orf50,2
C17orf97,2
C17orf113,2
C17orf100,2
C16orf89,2
C16orf86,2
C15orf40,2
C14orf28,2
C14orf132,2
C12orf42,2
C10orf90,2
C10orf120,2
BTN3A1,2
BST1,2
BSPH1,2
C2orf16,2
C2orf73,2
BRD8,2
CABYR,2
CASP14,2
CARNS1,2
CARMIL3,2
CARMIL1,2
CARD18,2
CARD14,2
CAPG,2
CALR3,2
CALHM6,2
CALHM4,2
CALHM3,2
CALCOCO2,2
CAGE1,2
CACNG6,2
CA4,2
C2orf81,2
CA14,2
CA1,2
C9orf43,2
C9,2
C8orf89,2
C7orf61,2
C7orf50,2
C6orf89,2
C6orf132,2
C5orf52,2
C5orf46,2
C5AR2,2
C5,2
C4orf50,2
BROX,2
BPIFB6,2
ARMC2,2
ASIC5,2
AXDND1,2
ATP6V0D2,2
ATP5MGL,2
ATP2B3,2
ATP2A1,2
ATP13A4,2
ATP10D,2
ATL3,2
ATG16L2,2
ATE1,2
ATAT1,2
ASPN,2
ASMTL,2
ASMT,2
ASIC3,2
AZU1,2
ASB9,2
ASB8,2
ASB15,2
ASB14,2
ASAH2,2
ART4,2
ARSJ,2
ARSG,2
ARRDC4,2
ARRDC2,2
ARNTL2,2
ARMCX5-GPRASP2,2
ARMCX5,2
ARMCX1,2
AZGP1,2
B3GNT4,2
BPIFB1,2
BECN2,2
BNIPL,2
BNIP5,2
BLOC1S6,2
BLMH,2
BLM,2
BIRC7,2
BIN3,2
BIK,2
BHMT2,2
BHLHB9,2
BHLHA9,2
BGLAP,2
BEST4,2
BEND5,2
BDH2,2
B3GNT6,2
BCORL1,2
BCOR,2
BCO1,2
BCL3,2
BCL2L14,2
BCAT1,2
BCAS1,2
BCAM,2
BBOF1,2
BANK1,2
BAIAP2L2,2
BAG4,2
BAG1,2
B4GALNT2,2
DUS3L,2
ARHGEF16,2
DUXA,2
KLHDC1,2
KIF27,2
KIF4B,2
KIF6,2
KIR2DL3,2
KIRREL2,2
KLF14,2
KLHDC7A,2
LAD1,2
KLHDC9,2
KLHL17,2
KLHL25,2
KLHL31,2
KLHL33,2
KLK14,2
KIF20B,2
KIF16B,2
KIAA1614,2
KIAA1549L,2
KIAA1143,2
KIAA0825,2
KDM4F,2
KCTD20,2
KCTD18,2
KCNV2,2
KCNU1,2
KCNK7,2
KCNK6,2
KCNK18,2
KCNK15,2
KCNJ16,2
KCNJ14,2
KLK15,2
KLLN,2
KLRC3,2
KRT86,2
LACTB2,2
KRTAP9-6,2
KRTAP5-6,2
KRTAP5-1,2
KRTAP4-7,2
KRTAP4-4,2
KRTAP4-1,2
KRTAP3-3,2
KRTAP22-1,2
KRTAP20-3,2
KRTAP13-2,2
KRTAP12-4,2
KRTAP10-6,2
KRTAP10-10,2
KRT83,2
KLRG2,2
KRT75,2
KRT6C,2
KRT4,2
KRT33B,2
KRT33A,2
KRT3,2
KRT24,2
KRT20,2
KRT19,2
KRT15,2
KRBA2,2
KNOP1,2
KMO,2
KLRK1,2
KCNH6,2
KCNG4,2
KCNAB3,2
IFNA6,2
IL2RB,2
IL25,2
IL22RA2,2
IL1RL2,2
IL1RL1,2
IL17RC,2
IL16,2
IL13RA1,2
IGSF5,2
IGFBP1,2
IGF2R,2
IFNL2,2
IFNK,2
IFNE,2
IFNA21,2
IL33,2
IFIT5,2
IFI6,2
IFI30,2
IBSP,2
HYKK,2
HYI,2
HUS1B,2
HTR3E,2
HTR3C,2
HTN1,2
HSPA1L,2
HSPA12B,2
HSDL2,2
HSD3B1,2
IL2RG,2
IL36B,2
KCNA7,2
ITGB3BP,2
KBTBD3,2
KBTBD13,2
KATNIP,2
KASH5,2
KANTR,2
KANK1,2
IZUMO4,2
IZUMO3,2
IZUMO1R,2
ITPRIPL1,2
ITM2C,2
ITIH5,2
ITIH3,2
ITIH2,2
ITGAX,2
IL4I1,2
ITGAE,2
ISX,2
IRX6,2
IRAK2,2
IRAK1,2
IQCK,2
IQCB1,2
IQANK1,2
IP6K3,2
INSRR,2
INSM2,2
INPP5J,2
IL9,2
IL5RA,2
LACTBL1,2
LAIR2,2
HSBP1L1,2
MATN1,2
MAPK13,2
MARCHF4,2
MARCO,2
MARVELD3,2
MAS1,2
MAST4,2
MAVS,2
LAMA5,2
MBD3L5,2
MBOAT1,2
MCM8,2
MCMDC2,2
MCPH1,2
MDH1B,2
MAP4,2
MAP3K19,2
MAP1LC3B2,2
MAOB,2
MANEA,2
MAMDC2,2
MAGEB3,2
MAGEA3,2
MAB21L3,2
LYZL2,2
LYPD5,2
LY96,2
LY6G5B,2
LXN,2
LURAP1,2
LTF,2
LSMEM2,2
MEGF6,2
MEIOB,2
MEIOSIN,2
MINDY1,2
MMP3,2
DXO,2
MMP19,2
MMP12,2
MMEL1,2
MLIP,2
MLH3,2
MLC1,2
MKRN2OS,2
MKI67,2
MISP3,2
MIS18BP1,2
MINDY4B,2
MINDY4,2
MINAR1,2
MEIS3,2
MID1,2
MICB,2
MGAT4D,2
MFSD4B,2
MFSD2B,2
MFSD10,2
MFGE8,2
METTL2B,2
METTL2A,2
METTL27,2
METTL24,2
METTL22,2
METAP1D,2
MELK,2
LRRN4,2
LRRK2,2
LRRIQ1,2
LDHC,2
LINC02218,2
LIMCH1,2
LILRB2,2
LILRA5,2
LHPP,2
LHFPL7,2
LGALS9C,2
LGALS13,2
LGALS12,2
LETM2,2
LENG1,2
LEFTY1,2
LECT2,2
LDLR,2
LDHAL6B,2
LIX1,2
LCN8,2
LCN6,2
LCN12,2
LCMT2,2
LCE5A,2
LCE4A,2
LCE1A,2
LCA5L,2
LBP,2
LAYN,2
LAX1,2
LARP1B,2
LAP3,2
LANCL1,2
LIPH,2
LLPH,2
LRRFIP1,2
LRRC15,2
LRRC8E,2
LRRC74B,2
LRRC74A,2
LRRC72,2
LRRC70,2
LRRC69,2
LRRC46,2
LRRC42,2
LRRC39,2
LRRC37B,2
LRRC37A,2
LRRC34,2
LRRC23,2
LRRC20,2
LRRC14B,2
LMAN1L,2
LRIT3,2
LRIT2,2
LRIT1,2
LRIG2,2
LRIG1,2
LRGUK,2
LPO,2
LOXL4,2
LONP2,2
LNP1,2
LMLN,2
LMF2,2
LMCD1,2
LMBR1L,2
HSD17B2,2
LRRN4CL,2
HRH4,2
FAM217B,2
FAM166B,2
FAM170A,2
FAM177B,2
FAM184A,2
FAM187A,2
FAM209A,2
FAM246B,2
FOXI2,2
FAM24A,2
FAM47A,2
FAM47E,2
FAM89A,2
FAM90A1,2
FAM90A27P,2
FAM161A,2
FAM136A,2
FAM135A,2
FAM133A,2
FAM131A,2
FAM120B,2
FAM114A2,2
FAM111B,2
FAHD2B,2
FAAP20,2
F13B,2
F12,2
EZHIP,2
EXOG,2
EXOC6,2
EXOC3L1,2
EXO5,2
FARP2,2
FASTKD1,2
FAXDC2,2
FETUB,2
FOXD4L1,2
FOCAD,2
FN3KRP,2
FMR1NB,2
FMO5,2
FLNA,2
FLACC1,2
FKBP9,2
FKBP11,2
FHOD1,2
FHDC1,2
FGL2,2
FGFBP2,2
FGF16,2
FCRL6,2
FBRSL1,2
FCRL1,2
FCN3,2
FCGR2A,2
FCER1A,2
FBXW5,2
FBXW12,2
FBXW10B,2
FBXW10,2
FBXO44,2
FBXO40,2
FBXO36,2
FBXO27,2
FBXO16,2
FBXL12,2
EXD1,2
EVI5,2
ETV4,2
EFCAB8,2
EMC9,2
ELSPBP1,2
ELOVL2,2
ELMOD3,2
ELL3,2
ELAPOR1,2
EIF5AL1,2
EIF4EBP3,2
EIF2S3B,2
EIF2A,2
EHBP1L1,2
EGFLAM,2
EFHC1,2
EFCC1,2
EFCAB2,2
EME1,2
EFCAB12,2
EEF2KMT,2
EEF2K,2
EDN2,2
ECM1,2
ECI2,2
EBNA1BP2,2
EBLN2,2
DZANK1,2
DYTN,2
DYRK4,2
HPS5,2
DYNLT3,2
DYNLT5,2
EMCN,2
EMID1,2
ETV3L,2
EPS8L3,2
ETV1,2
ESYT1,2
ESR2,2
ESPNL,2
ESD,2
ERVMER34-1,2
ERV3-1,2
ERRFI1,2
ERN2,2
ERMAP,2
ERICH6B,2
ERICH4,2
ERCC5,2
EQTN,2
EPN3,2
EMILIN2,2
EPHX3,2
EPHX2,2
EPB41L4A,2
EP400,2
ENTR1,2
ENTPD8,2
ENTPD7,2
ENTPD4,2
ENTPD3,2
ENPP7,2
ENOSF1,2
ENO4,2
ENKD1,2
ENGASE,2
FOXE3,2
ENDOV,2
FPGT,2
GTPBP8,2
GSTM1,2
GSTO2,2
GSTP1,2
GTDC1,2
GTF2A1L,2
GTPBP10,2
GUCA1B,2
GPR35,2
GUCY2D,2
GXYLT2,2
GYS2,2
GZMB,2
GZMM,2
H1-6,2
GSTCD,2
GSTA3,2
GSTA2,2
GSTA1,2
GSN,2
GSDMC,2
GSDMA,2
GRK1,2
GRIPAP1,2
GRIFIN,2
GRID2IP,2
GRHPR,2
GREP1,2
GRB14,2
GPRIN3,2
GPRC6A,2
GPR87,2
H2AC4,2
H2BC8,2
H3C4,2
HIP1R,2
HORMAD2,2
HOGA1,2
HOXB7,2
FRG2,2
HOATZ,2
HMOX2,2
HMGN5,2
HMGB1P1,2
HMCN1,2
HLTF,2
HLA-DOB,2
HLA-B,2
HKDC1,2
HJV,2
HINT2,2
H4C3,2
HIF3A,2
HIBADH,2
HES3,2
HELZ2,2
HEBP1,2
HDAC6,2
HCN3,2
HBQ1,2
HAX1,2
HAUS7,2
HASPIN,2
HAP1,2
HAL,2
H4C5,2
GPR62,2
HEPACAM2,2
GPR32,2
GCC2,2
GJA9,2
GJA4,2
GIPR,2
GIMD1,2
GIMAP7,2
GIMAP4,2
GIMAP2,2
GGTLC1,2
GFY,2
GFRA4,2
GDPD5,2
GCNT4,2
GCNT2,2
GCNA,2
GBP2,2
GJB7,2
GASK1B,2
GASK1A,2
GAS2L3,2
GAS2L2,2
GARIN5A,2
GARIN3,2
GARIN1B,2
GADL1,2
GABARAPL2,2
FYCO1,2
FSD2,2
FTSJ1,2
FUT4,2
FUOM,2
GJB6,2
GARIN5B,2
GPD2,2
GOLGA8N,2
GPR157,2
GJD3,2
GPR180,2
GPR31,2
GPR150,2
GPHN,2
GPC4,2
GPATCH2L,2
GPAT3,2
GPA33,2
GP2,2
GOT1L1,2
GON4L,2
GOLGB1,2
GPR160,2
GOLGA6L9,2
GLT1D1,2
GJD4,2
GK3P,2
GLB1L2,2
GLRA1,2
GLRA2,2
GLRX2,2
GLI2,2
GLT8D2,2
GLYATL3,2
GNAT3,2
GMPR,2
GLTPD2,2
POM121L2,1
PNMA8C,1
PLSCR1,1
PLSCR4,1
PLXNB1,1
PM20D2,1
POSTN,1
PML,1
PMM1,1
PMS2,1
PNMA8A,1
PNPLA5,1
POLR3GL,1
PNPLA8,1
PLPP4,1
POC1B,1
POGLUT2,1
POLD1,1
POTEB2,1
POLH,1
POLI,1
POLR3G,1
PLA2G4E,1
PLEKHA6,1
PLIN3,1
PLD5,1
PLA2G5,1
POU5F2,1
PLAA,1
PLAU,1
PLAUR,1
PLBD2,1
PLCD1,1
PLCD3,1
PLCZ1,1
PLD3,1
PLEKHA3,1
PLGRKT,1
PLEKHA7,1
PLEKHA8,1
PLEKHB2,1
PLEKHD1,1
PLEKHG2,1
PLEKHH1,1
PLEKHH2,1
PLEKHM3,1
PLEKHO2,1
PLEKHS1,1
POTEC,1
PRLHR,1
PPDPF,1
PPEF1,1
PRKX,1
PRSS21,1
PRM1,1
PRM3,1
PRMT6,1
PROCR,1
PROP1,1
PROX2,1
PRPF40A,1
PRPF4B,1
PRPSAP1,1
PRPSAP2,1
PRR11,1
PRR18,1
PRR23B,1
PRR4,1
PRR5,1
PRRC2C,1
PRRG2,1
PRRT1B,1
PRSS22,1
PKP3,1
PRRT3,1
PRKRA,1
PRKN,1
PRKG2,1
PPP2R5C,1
PPIP5K2,1
PPM1N,1
PPP1R12B,1
PPP1R16A,1
PPP1R32,1
PPP1R3C,1
PPP1R3G,1
PPP2R1B,1
PPP2R2D,1
PPP2R3B,1
PPP4R4,1
PRH2,1
PPT2,1
PQBP1,1
PRAMEF19,1
PRAMEF33,1
PRAMEF5,1
PRDX5,1
PRELID2,1
PRELID3A,1
PRELP,1
PRG2,1
PLA2G10,1
PCDHGB3,1
PKN3,1
PKD1L1,1
PCDH15,1
PCDHA13,1
PCDHA6,1
PCDHAC2,1
PCDHB12,1
PCDHB15,1
PCDHB6,1
PCDHGA1,1
PCDHGA11,1
PCDHGA2,1
PCDHGA4,1
PCDHGA5,1
PCDHGA6,1
PCDHGB4,1
PCDHGB5,1
PCDHGB7,1
PCED1B,1
PCGF2,1
PCMTD2,1
PCOLCE,1
PCSK4,1
PCSK6,1
PCSK7,1
PCBP4,1
PCARE,1
PBXIP1,1
PALMD,1
PABPC1L,1
PABPC4L,1
PRSS38,1
PABPC5,1
PABPN1L,1
PACRG,1
PADI6,1
PAGE2,1
PAIP1,1
PALM3,1
PANX3,1
PBRM1,1
PARD3,1
PARD3B,1
PARP11,1
PARP16,1
PARVB,1
PARVG,1
PATE4,1
PAX1,1
PBK,1
PBLD,1
PCSK9,1
PCTP,1
PCYOX1L,1
PHF8,1
PGLYRP1,1
PGLYRP2,1
PGLYRP3,1
PGPEP1L,1
PGR,1
PGRMC1,1
PHACTR2,1
PHEX,1
PHF21B,1
PHF3,1
PHGR1,1
PGBD2,1
PHLDA1,1
PHOSPHO2,1
PHYH,1
PHYHD1,1
PI15,1
PIDD1,1
PIK3CB,1
PIK3CG,1
PIKFYVE,1
PIRT,1
PGGHG,1
PGBD1,1
PCYT1B,1
PDILT,1
PDCD2L,1
PDCD4,1
PDE3A,1
PDE3B,1
PDE4DIP,1
PDE6A,1
PDE6B,1
PDE7A,1
PDGFRL,1
PDIA5,1
PDXDC1,1
PGAP6,1
PDXP,1
PDZD11,1
PEBP4,1
PEG10,1
PEX11A,1
PEX11B,1
PF4V1,1
PFKFB4,1
PFKM,1
PGAM5,1
PRSS37,1
RNF133,1
PRSS41,1
RGS16,1
RNF138,1
RNF139,1
RNF144B,1
RNF146,1
RNF157,1
RNF17,1
RNF180,1
RNF183,1
RNF186,1
RNF19A,1
RNF215,1
RNF222,1
RNF223,1
RNF227,1
RNF32,1
RNF34,1
RNF5,1
RNFT1,1
ROBO2,1
ROPN1B,1
RPAP2,1
RPAP3,1
RPN2,1
RNF123,1
RNF115,1
RND2,1
RIMBP3B,1
RGS2,1
RGS21,1
RGS5,1
RHBDF1,1
RHCE,1
RHOF,1
RHOV,1
RHOXF1,1
RIBC1,1
RIMBP2,1
RIMS2,1
RND1,1
RIN1,1
RIN3,1
RINL,1
RIPOR1,1
RIPOR3,1
RLN3,1
RMDN2,1
RNASE12,1
RNASE4,1
RNASE7,1
RPRM,1
RPS21,1
RPS6KA1,1
SCAPER,1
SALL3,1
SAMD11,1
SAMSN1,1
SANBR,1
SAP30,1
SASH3,1
SAYSD1,1
SBK3,1
SBSPON,1
SCAMP3,1
SCARA3,1
SAAL1,1
SCCPDH,1
SCG5,1
SCGB2A1,1
SCIMP,1
SCN2B,1
SCN3A,1
SCPEP1,1
SCRN3,1
P2RY2,1
SCT,1
SAC3D1,1
SAA4,1
RPS6KA3,1
RUFY1,1
RPS6KA5,1
RPUSD1,1
RREB1,1
RRP36,1
RSPH3,1
RSPH6A,1
RTBDN,1
RTF1,1
RTKN,1
RTL10,1
RWDD2A,1
S1PR3,1
RWDD3,1
RXFP4,1
RYR2,1
RYR3,1
S100A1,1
S100A11,1
S100A13,1
S100A2,1
S100A7A,1
S100Z,1
RGS18,1
RGS12,1
PRSS48,1
RGMB,1
PTPRQ,1
PTPRT,1
PTTG1,1
PTX4,1
PVALB,1
PWP1,1
PWP2,1
PWWP3A,1
PWWP4,1
PYGL,1
PYGO1,1
QRFP,1
R3HCC1,1
R3HCC1L,1
RAB15,1
RAB19,1
RAB32,1
RAB33A,1
RAB39A,1
RAB3IP,1
RAB43,1
RAB6D,1
RAB7B,1
PTPRO,1
PTPN4,1
PTPN20,1
PSMB9,1
PRSS54,1
PRSS55,1
PRSS56,1
PRTFDC1,1
PRTN3,1
PRX,1
PSCA,1
PSD2,1
PSD3,1
PSD4,1
PSMD5,1
PTPN13,1
PTER,1
PTGDR,1
PTGFR,1
PTGR2,1
PTGS1,1
PTH2R,1
PTK2,1
PTP4A3,1
PTPN1,1
PTPN12,1
RABAC1,1
RABGAP1L,1
RABL2A,1
REG1B,1
RBP3,1
RCBTB1,1
RDH14,1
RDH5,1
REC114,1
REC8,1
RECQL4,1
REELD1,1
REEP1,1
REEP5,1
REG4,1
RBMXL1,1
RELL2,1
REM2,1
RESF1,1
RESP18,1
RETN,1
REXO1,1
RFPL4A,1
RFPL4AL1,1
RGCC,1
RGL1,1
RBP2,1
RBMX2,1
RABL2B,1
RASSF2,1
RAD50,1
RAD51B,1
RAD9B,1
RALGAPA1,1
RANBP17,1
RAPGEF4,1
RAPGEF6,1
RASA4,1
RASGRP2,1
RASGRP3,1
RASSF4,1
RBM5,1
RASSF5,1
RASSF7,1
RASSF9,1
RAVER2,1
RBAK,1
RBBP9,1
RBFA,1
RBL1,1
RBM26,1
RBM34,1
P3H4,1
NAPRT,1
P2RX7,1
MTMR14,1
MYO5C,1
MYOCOS,1
MYORG,1
MYOZ1,1
MYPN,1
MYZAP,1
MZT2A,1
MZT2B,1
N4BP2L2,1
NAAA,1
NAGK,1
NAGPA,1
NANOS2,1
NANOS3,1
NAP1L4,1
NAPSA,1
NARF,1
NARS2,1
NAT1,1
NAT2,1
NAV3,1
NBDY,1
NBPF1,1
MYO5B,1
MYO16,1
MYNN,1
MXD3,1
MTNR1B,1
MTRES1,1
MTRF1,1
MTUS2,1
MTX1,1
MUC21,1
MUC5B,1
MUL1,1
MUS81,1
MVB12A,1
MYADML2,1
MYMX,1
MYCBP,1
MYCBPAP,1
MYDGF,1
MYEOV,1
MYF5,1
MYH14,1
MYL6B,1
MYLK,1
MYLK3,1
MYLK4,1
NCAPG,1
NCCRP1,1
NCEH1,1
NKX2-6,1
NINJ2,1
NIPAL1,1
NIPAL4,1
NIPSNAP1,1
NIT2,1
NKAIN3,1
NKAIN4,1
NKAPL,1
NKD2,1
NKIRAS1,1
NKX6-3,1
NICN1,1
NLGN4X,1
NLN,1
NLRP1,1
NLRP11,1
NME2,1
NME9,1
NMI,1
NMRK2,1
NMT2,1
NOBOX,1
NIM1K,1
NIBAN2,1
NCKIPSD,1
NEIL3,1
NCOA7,1
NCR1,1
NCR2,1
NDOR1,1
NDRG2,1
NDUFAF7,1
NEB,1
NECAP2,1
NEDD4,1
NEFL,1
NEK6,1
NFX1,1
NEMP2,1
NES,1
NET1,1
NEU4,1
NEUROD1,1
NEUROD4,1
NEUROG2,1
NFIA,1
NFKBIB,1
NFKBIL1,1
MTMR2,1
MTM1,1
OVOL3,1
MTFR2,1
MFSD14B,1
MFSD6L,1
MGAT4B,1
MGAT4C,1
MGAT5B,1
MGME1,1
MGMT,1
MGST3,1
MIA,1
MIB2,1
MICALL1,1
MID1IP1,1
MIER2,1
MIF4GD,1
MIGA1,1
MINDY3,1
MIOX,1
MISP,1
MIXL1,1
MKKS,1
MKNK2,1
MLLT10,1
MLPH,1
MFSD11,1
MFNG,1
MFHAS1,1
MERTK,1
SDCCAG8,1
MED12,1
MED13,1
MED14,1
MEFV,1
MEGF10,1
MEI1,1
MEI4,1
MEIKIN,1
MEPE,1
MESP1,1
MFAP4,1
MEST,1
METAP2,1
METRNL,1
METTL15,1
METTL21A,1
METTL25,1
METTL26,1
METTL4,1
MEX3D,1
MFAP2,1
MLXIP,1
MLYCD,1
MMAA,1
MSANTD5,1
MRC1,1
MRC2,1
MRPL11,1
MRPL17,1
MRPL32,1
MRPL58,1
MRPS23,1
MS4A1,1
MS4A6E,1
MSANTD1,1
MSH3,1
MPV17L,1
MSH4,1
MSH5,1
MSLNL,1
MSRA,1
MST1,1
MT1E,1
MT1HL1,1
MT3,1
MTARC2,1
MTFR1,1
MRAP2,1
MPRIP,1
MMD2,1
MOB3A,1
MME,1
MMP1,1
MMP11,1
MMP13,1
MMP17,1
MMP20,1
MMP27,1
MMP28,1
MMP7,1
MMUT,1
MOB3C,1
MPPED1,1
MOGAT1,1
MORN1,1
MORN2,1
MORN3,1
MORN5,1
MOS,1
MOV10L1,1
MPC2,1
MPDZ,1
MPP7,1
NOC2L,1
NOS2,1
NOS3,1
