#id: 1825491670
#name: H.sapiens - Whole organism (Integrated)
#score: 31.9
#coverage: 99
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM: 31.9, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Human_PeptideAtlas_2011-08_Ens62.new:0.747;9606-PA_201408:0.075;HsapiensBuild242_May2010.peptides.new:0.043;peptideatlaBuild_March2009.peptides.new:0.041;Human_iBAQ_Khan_2013:0.038;9606_GPM_201408:0.036;GPM_2012_09_Homo_sapiens_-_ensembl:0.02;
#publication_year: 2025
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
RPS19	9606.ENSP00000470972	210
MARCKS	9606.ENSP00000478061	209
CAPZA2	9606.ENSP00000354947	209
PPP2R1A	9606.ENSP00000324804	209
ILF3	9606.ENSP00000404121	209
SSB	9606.ENSP00000386636	208
RPS25	9606.ENSP00000435096	208
SSBP1	9606.ENSP00000419665	208
PSME2	9606.ENSP00000216802	207
H3C12	9606.ENSP00000352252	207
H3C10	9606.ENSP00000358160	207
H3C4	9606.ENSP00000366999	207
H3C1	9606.ENSP00000480826	207
H3C11	9606.ENSP00000483283	207
H3C7	9606.ENSP00000484095	207
H3C8	9606.ENSP00000484638	207
H3C3	9606.ENSP00000484658	207
H3C2	9606.ENSP00000484841	207
H3C6	9606.ENSP00000489282	207
ARF3	9606.ENSP00000256682	207
UGP2	9606.ENSP00000338703	206
TRIM28	9606.ENSP00000253024	206
PYGB	9606.ENSP00000216962	205
HMGN2	9606.ENSP00000355228	205
RDX	9606.ENSP00000496414	204
IGFBP2	9606.ENSP00000233809	204
PPIF	9606.ENSP00000225174	204
LCN2	9606.ENSP00000362108	203
PSMA3	9606.ENSP00000216455	203
CS	9606.ENSP00000342056	202
MPO	9606.ENSP00000225275	202
SFPQ	9606.ENSP00000349748	202
MMRN1	9606.ENSP00000378431	202
ATRN	9606.ENSP00000262919	201
RPL17	9606.ENSP00000463842	201
SMR3B	9606.ENSP00000481313	201
UQCRH	9606.ENSP00000309565	201
VDAC3	9606.ENSP00000428845	200
GNB2	9606.ENSP00000305260	200
PFKP	9606.ENSP00000370517	200
ST13	9606.ENSP00000216218	200
HK1	9606.ENSP00000494664	199
HNRNPA3	9606.ENSP00000376309	199
ADIPOQ	9606.ENSP00000389814	199
TAGLN	9606.ENSP00000376678	199
SERPINH1	9606.ENSP00000434412	199
LIMS1	9606.ENSP00000337598	197
RAC2	9606.ENSP00000249071	197
LGALS3	9606.ENSP00000254301	197
ACO2	9606.ENSP00000216254	195
CALD1	9606.ENSP00000354826	195
DSTN	9606.ENSP00000246069	194
SEPTIN2	9606.ENSP00000479861	194
CTSG	9606.ENSP00000216336	193
FCER1G	9606.ENSP00000289902	193
IGFBP5	9606.ENSP00000233813	193
SAR1A	9606.ENSP00000362339	193
IGFALS	9606.ENSP00000416683	192
RPS10	9606.ENSP00000481646	191
PRMT1	9606.ENSP00000406162	191
TUBB8B	9606.ENSP00000496713	189
SRP14	9606.ENSP00000267884	189
PRDX4	9606.ENSP00000368646	189
SH3BGRL2	9606.ENSP00000358853	189
ANXA7	9606.ENSP00000362010	189
PRG4	9606.ENSP00000399679	189
SERPINA4	9606.ENSP00000451172	189
PPA1	9606.ENSP00000362329	189
PSAP	9606.ENSP00000378394	189
ANXA4	9606.ENSP00000377833	189
TUFM	9606.ENSP00000322439	189
PRKCSH	9606.ENSP00000466134	188
SLC25A3	9606.ENSP00000228318	188
PSMB2	9606.ENSP00000362334	188
DCD	9606.ENSP00000406773	187
PSMA7	9606.ENSP00000359910	187
ACTN2	9606.ENSP00000355537	186
HSPA2	9606.ENSP00000378199	186
CNP	9606.ENSP00000377470	186
FASN	9606.ENSP00000304592	185
ATP5F1E	9606.ENSP00000243997	185
FBLN1	9606.ENSP00000331544	184
FKBP4	9606.ENSP00000001008	183
RPL26	9606.ENSP00000463784	183
EHD1	9606.ENSP00000479153	182
CCDC25	9606.ENSP00000348933	182
UQCRC1	9606.ENSP00000203407	182
LASP1	9606.ENSP00000325240	182
RPS23	9606.ENSP00000296674	182
SRC	9606.ENSP00000362680	181
MAPRE1	9606.ENSP00000364721	181
PSMD11	9606.ENSP00000261712	181
H2AZ2	9606.ENSP00000308405	179
H2AZ1	9606.ENSP00000296417	179
PGRMC2	9606.ENSP00000481886	179
KRT6A	9606.ENSP00000369317	178
ECH1	9606.ENSP00000221418	178
FKBP3	9606.ENSP00000216330	178
UBC	9606.ENSP00000441543	177
KHDRBS1	9606.ENSP00000313829	177
ARPC1B	9606.ENSP00000389631	176
SPTAN1	9606.ENSP00000487444	176
MT-CO2	9606.ENSP00000354876	176
SRGN	9606.ENSP00000242465	175
CST4	9606.ENSP00000217423	175
SEPTIN6	9606.ENSP00000341524	175
SRSF2	9606.ENSP00000376276	174
ACADVL	9606.ENSP00000438689	174
G6PD	9606.ENSP00000377192	174
RPN1	9606.ENSP00000296255	174
ATP5F1D	9606.ENSP00000215375	174
ATIC	9606.ENSP00000236959	173
CBR1	9606.ENSP00000290349	172
PCBP2	9606.ENSP00000352438	172
STATH	9606.ENSP00000246895	171
PDIA4	9606.ENSP00000499129	171
SND1	9606.ENSP00000346762	171
HLA-A	9606.ENSP00000379873	170
AZU1	9606.ENSP00000233997	170
MACROH2A1	9606.ENSP00000423563	170
SRI	9606.ENSP00000265729	168
EDF1	9606.ENSP00000224073	168
ATP5PF	9606.ENSP00000389649	168
SHMT2	9606.ENSP00000333667	168
FHL1	9606.ENSP00000498684	167
DARS1	9606.ENSP00000264161	167
WARS1	9606.ENSP00000347495	167
UQCRC2	9606.ENSP00000268379	166
SFN	9606.ENSP00000340989	166
EHD2	9606.ENSP00000263277	166
SPTBN1	9606.ENSP00000349259	166
C1RL	9606.ENSP00000266542	166
TGM2	9606.ENSP00000355330	165
KRT19	9606.ENSP00000355124	165
CD36	9606.ENSP00000415743	165
ANP32E	9606.ENSP00000463154	164
EIF2S1	9606.ENSP00000256383	163
KRT6C	9606.ENSP00000252250	163
F10	9606.ENSP00000364709	163
LAP3	9606.ENSP00000226299	162
CPN1	9606.ENSP00000359446	162
OGN	9606.ENSP00000364711	162
IGHV3-11	9606.ENSP00000474135	162
PPP1CA	9606.ENSP00000326031	162
OLA1	9606.ENSP00000284719	161
ACLY	9606.ENSP00000466259	161
NAPA	9606.ENSP00000263354	161
COL6A1	9606.ENSP00000355180	160
RAB6B	9606.ENSP00000285208	160
ELAVL1	9606.ENSP00000385269	160
RNH1	9606.ENSP00000433999	159
CORO1B	9606.ENSP00000340211	159
DBNL	9606.ENSP00000417653	159
DDX39A	9606.ENSP00000242776	159
PRSS1	9606.ENSP00000308720	158
PRKAR1A	9606.ENSP00000376475	158
TREML1	9606.ENSP00000402855	158
PLIN4	9606.ENSP00000488481	156
PAICS	9606.ENSP00000382595	155
SETSIP	9606.ENSP00000480946	154
VAPA	9606.ENSP00000345656	154
IGKV2D-28	9606.ENSP00000452662	154
GOT2	9606.ENSP00000245206	154
KRT82	9606.ENSP00000257974	154
PPP1CB	9606.ENSP00000378769	154
RNASE2	9606.ENSP00000303276	154
PRSS2	9606.ENSP00000488437	153
TOMM40	9606.ENSP00000410339	153
EIF3F	9606.ENSP00000431800	153
RPL35A	9606.ENSP00000495672	153
AOC3	9606.ENSP00000312326	152
DYNLL1	9606.ENSP00000376297	152
RPN2	9606.ENSP00000237530	151
STXBP2	9606.ENSP00000413606	151
DDX3X	9606.ENSP00000494040	150
DCN	9606.ENSP00000052754	150
MYH10	9606.ENSP00000353590	150
DUSP3	9606.ENSP00000226004	149
ACAT2	9606.ENSP00000356015	149
YARS1	9606.ENSP00000362576	148
BAX	9606.ENSP00000293288	148
IDH1	9606.ENSP00000390265	148
CFHR5	9606.ENSP00000256785	148
GLO1	9606.ENSP00000362463	148
ARF5	9606.ENSP00000000233	148
DIAPH1	9606.ENSP00000373706	147
ILF2	9606.ENSP00000355011	147
POTEF	9606.ENSP00000386786	147
RPS16	9606.ENSP00000367806	146
HSPA4	9606.ENSP00000302961	146
COX5A	9606.ENSP00000317780	145
KRT17	9606.ENSP00000308452	145
S100A6	9606.ENSP00000357709	145
CRYBB2	9606.ENSP00000498905	145
PCMT1	9606.ENSP00000497225	145
RAC1	9606.ENSP00000348461	145
G3BP1	9606.ENSP00000377681	145
AKR1B1	9606.ENSP00000285930	145
TBCA	9606.ENSP00000306362	144
EHD3	9606.ENSP00000327116	144
MGST3	9606.ENSP00000356864	144
ITIH3	9606.ENSP00000415769	144
HYOU1	9606.ENSP00000480150	144
NUDC	9606.ENSP00000319664	144
MB	9606.ENSP00000352835	144
DHX9	9606.ENSP00000356520	144
EIF5A2	9606.ENSP00000295822	142
PYGL	9606.ENSP00000216392	142
APRT	9606.ENSP00000367615	142
PMP2	9606.ENSP00000256103	141
U2AF2	9606.ENSP00000307863	141
SUMO2	9606.ENSP00000405965	141
ATP5ME	9606.ENSP00000306003	141
PSMB6	9606.ENSP00000270586	140
FABP1	9606.ENSP00000295834	140
SNAP23	9606.ENSP00000249647	140
RARRES2	9606.ENSP00000418009	140
DECR1	9606.ENSP00000220764	139
EIF4H	9606.ENSP00000265753	139
PPP1CC	9606.ENSP00000341779	139
SEC22B	9606.ENSP00000463393	139
ARF4	9606.ENSP00000306010	139
PRELP	9606.ENSP00000343924	139
ADH1B	9606.ENSP00000306606	139
ERP44	9606.ENSP00000262455	138
MYO1G	9606.ENSP00000258787	138
HDGF	9606.ENSP00000357189	137
PGM1	9606.ENSP00000360124	137
CAPRIN1	9606.ENSP00000340329	137
NAP1L4	9606.ENSP00000369915	137
CNDP2	9606.ENSP00000325548	137
RAB10	9606.ENSP00000264710	136
PROC	9606.ENSP00000234071	136
HNRNPA0	9606.ENSP00000316042	136
HNRNPH3	9606.ENSP00000265866	136
PTPN6	9606.ENSP00000391592	136
TOMM22	9606.ENSP00000216034	135
ZNF511-PRAP1	9606.ENSP00000357542	135
CLIC4	9606.ENSP00000363500	135
FUS	9606.ENSP00000254108	135
GP5	9606.ENSP00000383931	135
PRPH	9606.ENSP00000257860	134
GRB2	9606.ENSP00000376345	134
ELANE	9606.ENSP00000466090	134
CDC37	9606.ENSP00000222005	134
SEPTIN7	9606.ENSP00000413507	133
RPL34	9606.ENSP00000378163	133
CRKL	9606.ENSP00000346300	133
M0QYT0_HUMAN	9606.ENSP00000470059	133
HGFAC	9606.ENSP00000421801	133
PSME3	9606.ENSP00000293362	133
ETFB	9606.ENSP00000346173	133
MANF	9606.ENSP00000499582	132
RTRAF	9606.ENSP00000261700	132
HLA-DRA	9606.ENSP00000378786	132
DNPH1	9606.ENSP00000230431	131
BIN2	9606.ENSP00000498807	131
PGRMC1	9606.ENSP00000217971	130
SELP	9606.ENSP00000263686	130
COL6A2	9606.ENSP00000300527	130
FH	9606.ENSP00000355518	129
STX11	9606.ENSP00000356540	129
PSMB7	9606.ENSP00000259457	129
UBE2L3	9606.ENSP00000400906	129
PHGDH	9606.ENSP00000493382	128
TYMP	9606.ENSP00000379038	128
UBA2	9606.ENSP00000246548	128
TIMP1	9606.ENSP00000218388	127
ZC3H8	9606.ENSP00000386488	127
H1-1	9606.ENSP00000244573	127
MGLL	9606.ENSP00000265052	127
ACTR1A	9606.ENSP00000358921	127
NDUFA5	9606.ENSP00000417142	126
STOML2	9606.ENSP00000348886	126
ACAT1	9606.ENSP00000265838	126
S100P	9606.ENSP00000296370	126
RAB5C	9606.ENSP00000447053	125
SYNCRIP	9606.ENSP00000358635	125
TMOD3	9606.ENSP00000308753	125
CRYAA	9606.ENSP00000291554	125
CRYAA2	9606.ENSP00000482816	125
HABP2	9606.ENSP00000277903	124
ERH	9606.ENSP00000451080	124
IGHD	9606.ENSP00000478893	123
RUVBL1	9606.ENSP00000318297	123
DLST	9606.ENSP00000335304	123
ADA	9606.ENSP00000361965	122
LMAN1	9606.ENSP00000251047	122
CSTA	9606.ENSP00000264474	122
DDX5	9606.ENSP00000225792	122
BCHE	9606.ENSP00000264381	121
PSMB5	9606.ENSP00000355325	121
PLS3	9606.ENSP00000348163	121
KPNA2	9606.ENSP00000438483	121
GLIPR2	9606.ENSP00000367196	120
APEX1	9606.ENSP00000216714	120
SNU13	9606.ENSP00000383949	120
GLUD1	9606.ENSP00000277865	120
H1-6	9606.ENSP00000341214	120
NASP	9606.ENSP00000255120	119
EIF3I	9606.ENSP00000362688	119
AP2B1	9606.ENSP00000483185	119
CUTA	9606.ENSP00000499422	119
BCAP31	9606.ENSP00000392330	119
CARHSP1	9606.ENSP00000379838	118
BTF3L4	9606.ENSP00000360664	118
HSD11B2	9606.ENSP00000316786	118
ESD	9606.ENSP00000367992	118
ACADM	9606.ENSP00000359871	118
UBE2I	9606.ENSP00000348056	118
HNRNPH2	9606.ENSP00000361927	118
TP73	9606.ENSP00000367545	118
FDX1	9606.ENSP00000260270	117
H0YIN7_HUMAN	9606.ENSP00000449770	117
EIF6	9606.ENSP00000363559	117
VAT1	9606.ENSP00000347872	117
GLRX	9606.ENSP00000369314	117
SARS1	9606.ENSP00000358939	117
NACA	9606.ENSP00000448035	116
RBBP7	9606.ENSP00000369424	116
CALU	9606.ENSP00000438248	116
TMED10	9606.ENSP00000303145	116
KRT85	9606.ENSP00000257901	115
ATP5MG	9606.ENSP00000300688	115
CPB2	9606.ENSP00000181383	115
KRT32	9606.ENSP00000225899	115
DCTN2	9606.ENSP00000408910	115
IMMT	9606.ENSP00000387262	115
PDCD10	9606.ENSP00000376506	115
NUDT21	9606.ENSP00000300291	115
UMOD	9606.ENSP00000379438	115
STX7	9606.ENSP00000356918	115
PRTN3	9606.ENSP00000234347	115
PGLS	9606.ENSP00000252603	114
KRT86	9606.ENSP00000444533	114
F9	9606.ENSP00000218099	114
RPL26L1	9606.ENSP00000428223	114
CSE1L	9606.ENSP00000262982	114
DDX1	9606.ENSP00000370745	114
PLIN3	9606.ENSP00000221957	114
IGFBP6	9606.ENSP00000301464	114
RPS27	9606.ENSP00000499044	114
RPL37A	9606.ENSP00000418082	114
SERPINB9	9606.ENSP00000370074	114
HSPB6	9606.ENSP00000004982	113
RPL17-C18orf32	9606.ENSP00000463379	113
STAT1	9606.ENSP00000354394	113
KRT34	9606.ENSP00000377570	113
ARHGAP1	9606.ENSP00000310491	113
FTL	9606.ENSP00000366525	112
HNRNPDL	9606.ENSP00000483254	112
LRPPRC	9606.ENSP00000260665	112
RPA3	9606.ENSP00000223129	112
ATP5PB	9606.ENSP00000358737	111
LRRC59	9606.ENSP00000225972	111
ITGB1	9606.ENSP00000379350	111
ANG	9606.ENSP00000336762	111
PSMC3	9606.ENSP00000481029	111
LPA	9606.ENSP00000321334	111
IQGAP1	9606.ENSP00000268182	111
STRAP	9606.ENSP00000392270	110
NPC2	9606.ENSP00000451206	110
KRT13	9606.ENSP00000246635	110
PDCD6IP	9606.ENSP00000411825	110
GARS1	9606.ENSP00000373918	110
IMPDH2	9606.ENSP00000321584	110
PDHB	9606.ENSP00000307241	110
PRSS3	9606.ENSP00000354280	110
CBX1	9606.ENSP00000377060	109
ALDH2	9606.ENSP00000261733	109
NUDT5	9606.ENSP00000419628	109
MTHFD1	9606.ENSP00000498336	109
SLC4A1	9606.ENSP00000262418	108
SERPINA5	9606.ENSP00000333203	108
RBBP4	9606.ENSP00000362592	108
CTSD	9606.ENSP00000236671	108
USP14	9606.ENSP00000261601	108
GLOD4	9606.ENSP00000301329	108
EIF3A	9606.ENSP00000358140	108
LGALSL	9606.ENSP00000238875	108
DUT	9606.ENSP00000370376	108
CRP	9606.ENSP00000255030	107
HLA-B	9606.ENSP00000399168	107
ANXA3	9606.ENSP00000264908	107
ARPC4	9606.ENSP00000388169	107
AK3	9606.ENSP00000371230	106
PI16	9606.ENSP00000497550	106
SSR4	9606.ENSP00000317331	106
CHCHD3	9606.ENSP00000389297	106
EIF4A2	9606.ENSP00000326381	106
PABPC1	9606.ENSP00000313007	105
HNRNPR	9606.ENSP00000363745	105
PSMC6	9606.ENSP00000484998	105
ADH5	9606.ENSP00000296412	105
F5H423_HUMAN	9606.ENSP00000438507	104
AIFM1	9606.ENSP00000287295	104
MASP2	9606.ENSP00000383690	104
AKR7A2	9606.ENSP00000235835	104
GRHPR	9606.ENSP00000313432	104
MYH11	9606.ENSP00000379616	104
S100A3	9606.ENSP00000357702	104
DPYSL2	9606.ENSP00000427985	104
JPT1	9606.ENSP00000348316	104
PRPF19	9606.ENSP00000227524	104
ALDOB	9606.ENSP00000497767	104
PSMC5	9606.ENSP00000310572	103
AP1B1	9606.ENSP00000350199	103
DDOST	9606.ENSP00000399457	103
ABHD14B	9606.ENSP00000420065	103
BSG	9606.ENSP00000333769	103
GNAQ	9606.ENSP00000286548	103
COPE	9606.ENSP00000469035	103
INPP5D	9606.ENSP00000405338	102
SLIRP	9606.ENSP00000450909	102
VWF	9606.ENSP00000261405	102
SOD3	9606.ENSP00000371554	102
OXCT1	9606.ENSP00000196371	102
KHSRP	9606.ENSP00000381216	101
FBL	9606.ENSP00000221801	101
GP1BA	9606.ENSP00000329380	101
BUB3	9606.ENSP00000357858	101
PPT1	9606.ENSP00000493153	101
H1-0	9606.ENSP00000344504	101
NDUFS1	9606.ENSP00000392709	101
CRYBB1	9606.ENSP00000497249	101
H2BC1	9606.ENSP00000274764	101
S100A10	9606.ENSP00000357801	100
MAOA	9606.ENSP00000340684	100
TARS1	9606.ENSP00000387710	100
PSMC4	9606.ENSP00000157812	100
TXNDC5	9606.ENSP00000369081	99.6
FDPS	9606.ENSP00000349078	99.5
INF2	9606.ENSP00000376410	99.5
RAB2A	9606.ENSP00000262646	99.3
AK1	9606.ENSP00000223836	99.3
SKP1	9606.ENSP00000231487	99.3
GSR	9606.ENSP00000221130	99.3
NPEPPS	9606.ENSP00000320324	99.1
NARS1	9606.ENSP00000256854	98.9
HSD17B4	9606.ENSP00000411960	98.8
COMT	9606.ENSP00000354511	98.4
NUTF2	9606.ENSP00000219169	98.4
H3BNC9_HUMAN	9606.ENSP00000454786	98.4
IGFBP7	9606.ENSP00000295666	98.4
ELOC	9606.ENSP00000478121	98.4
GMFG	9606.ENSP00000472249	97.9
RPL36AL	9606.ENSP00000346012	97.8
HCLS1	9606.ENSP00000320176	97.5
TFRC	9606.ENSP00000376197	97.5
RTN4	9606.ENSP00000337838	97.4
FLOT1	9606.ENSP00000365569	97.3
ICAM2	9606.ENSP00000415283	97.2
BID	9606.ENSP00000318822	97.2
CPNE1	9606.ENSP00000317257	97.1
SDHA	9606.ENSP00000264932	96.5
XPO1	9606.ENSP00000384863	96.1
DBN1	9606.ENSP00000377195	96.1
POTEI	9606.ENSP00000392718	96.0
CRYGS	9606.ENSP00000376287	96.0
MATR3-2	9606.ENSP00000354346	95.9
LGALS3BP	9606.ENSP00000262776	95.7
RUVBL2	9606.ENSP00000473172	95.7
PFDN6	9606.ENSP00000378563	95.5
PSMD7	9606.ENSP00000219313	95.4
CTSB	9606.ENSP00000345672	95.4
LSM2	9606.ENSP00000364813	95.4
DDT	9606.ENSP00000381386	95.3
MAPK1	9606.ENSP00000215832	95.2
CST2	9606.ENSP00000307540	95.2
CCL14	9606.ENSP00000479097	95.1
GGH	9606.ENSP00000260118	95.1
KARS1	9606.ENSP00000325448	95.0
PTPA	9606.ENSP00000377036	94.5
RBM3	9606.ENSP00000365950	94.2
REEP5	9606.ENSP00000368959	93.6
MLEC	9606.ENSP00000228506	93.4
SERPINB6	9606.ENSP00000484343	93.3
MCAM	9606.ENSP00000264036	93.2
HLA-C	9606.ENSP00000365402	93.2
TPD52L2	9606.ENSP00000217121	93.0
MYO1C	9606.ENSP00000496954	92.7
AKR1A1	9606.ENSP00000361140	92.7
SNRNP70	9606.ENSP00000472998	92.6
MBL2	9606.ENSP00000363079	92.6
SLC25A11	9606.ENSP00000225665	92.5
ACAA2	9606.ENSP00000285093	92.5
TAPBP	9606.ENSP00000404833	92.3
CD74	9606.ENSP00000009530	92.3
NAMPT	9606.ENSP00000222553	92.2
MAT2A	9606.ENSP00000303147	92.1
PLEC	9606.ENSP00000323856	92.0
GUCA2A	9606.ENSP00000349493	91.7
F11	9606.ENSP00000384957	91.7
RALY	9606.ENSP00000246194	91.5
RTCB	9606.ENSP00000216038	91.5
H7C0C1_HUMAN	9606.ENSP00000394107	91.0
PSMC2	9606.ENSP00000391211	90.9
ATOX1	9606.ENSP00000430598	90.8
NEDD8	9606.ENSP00000250495	90.7
DDAH1	9606.ENSP00000284031	90.7
ATP5MF	9606.ENSP00000292475	90.5
H1-10	9606.ENSP00000329662	90.2
SUCLG1	9606.ENSP00000377446	90.1
RHEB	9606.ENSP00000262187	90.1
AHSP	9606.ENSP00000307199	89.9
FUBP1	9606.ENSP00000359804	89.7
PIN1	9606.ENSP00000247970	89.7
ESYT1	9606.ENSP00000267113	89.6
IGKV2D-40	9606.ENSP00000452747	89.4
IGKV2-40	9606.ENSP00000483585	89.4
HMGB3	9606.ENSP00000359393	89.4
GNAI3	9606.ENSP00000358867	89.1
CAMP	9606.ENSP00000296435	89.1
GOT1	9606.ENSP00000359539	89.0
ATP6V1A	9606.ENSP00000273398	89.0
CDK1	9606.ENSP00000378699	88.9
PDCD5	9606.ENSP00000466214	88.8
CAND1	9606.ENSP00000442318	88.7
CAST	9606.ENSP00000422176	88.6
EPRS1	9606.ENSP00000355890	88.4
RBM8A	9606.ENSP00000463058	88.3
CDV3	9606.ENSP00000264993	87.9
SNRPA	9606.ENSP00000243563	87.6
FLNB	9606.ENSP00000420213	87.5
RPS27L	9606.ENSP00000331019	87.5
MST1	9606.ENSP00000414287	87.5
CYC1	9606.ENSP00000317159	87.3
FSCN1	9606.ENSP00000371798	87.1
PSMD13	9606.ENSP00000396937	87.1
PSMD14	9606.ENSP00000386541	86.8
IPO5	9606.ENSP00000261574	86.5
GPD2	9606.ENSP00000308610	86.2
ITGA6	9606.ENSP00000386896	86.2
EIF2S3	9606.ENSP00000253039	86.0
CTTN	9606.ENSP00000365745	85.9
NNMT	9606.ENSP00000441434	85.7
SLC3A2	9606.ENSP00000367123	85.7
ENSA	9606.ENSP00000341743	85.5
SEPTIN9	9606.ENSP00000391249	85.5
PRH2	9606.ENSP00000379682	85.4
SEPTIN11	9606.ENSP00000422896	85.3
DDT-2	9606.ENSP00000385714	85.2
CHMP2A	9606.ENSP00000469240	84.9
LMNB2	9606.ENSP00000327054	84.8
K7ESF4_HUMAN	9606.ENSP00000468690	84.4
PIP4K2A	9606.ENSP00000365757	84.2
F5	9606.ENSP00000356771	84.0
CRYZ	9606.ENSP00000399805	84.0
CMPK1	9606.ENSP00000360939	83.8
CRIP1	9606.ENSP00000332449	83.8
BRK1	9606.ENSP00000432472	83.8
FAM49B	9606.ENSP00000429150	83.7
ALOX12	9606.ENSP00000251535	83.6
GNG5	9606.ENSP00000359675	83.3
EIF4G1	9606.ENSP00000416255	83.3
UNC13D	9606.ENSP00000207549	83.3
TWF2	9606.ENSP00000303908	83.0
FARSA	9606.ENSP00000320309	82.9
SERPINA10	9606.ENSP00000261994	82.7
CST5	9606.ENSP00000307132	82.4
ENSP00000489910	9606.ENSP00000489910	82.4
HSPA6	9606.ENSP00000310219	82.3
CPSF6	9606.ENSP00000266679	82.2
ATP2A2	9606.ENSP00000440045	82.0
CISD1	9606.ENSP00000363041	81.9
MYH6	9606.ENSP00000386041	81.9
PRKAR2B	9606.ENSP00000265717	81.8
BTD	9606.ENSP00000500193	81.5
EIF3B	9606.ENSP00000354125	81.1
PIP	9606.ENSP00000291009	81.1
TSN	9606.ENSP00000374332	80.9
DEK	9606.ENSP00000498653	80.5
SNX3	9606.ENSP00000230085	80.4
UBE2K	9606.ENSP00000261427	80.0
RGS10	9606.ENSP00000358099	79.8
TMPO	9606.ENSP00000266732	79.6
VBP1	9606.ENSP00000286428	79.3
KRT77	9606.ENSP00000342710	79.3
EWSR1	9606.ENSP00000400142	79.3
TNNT2	9606.ENSP00000499593	79.1
IDH3B	9606.ENSP00000482773	79.1
CHORDC1	9606.ENSP00000319255	79.0
GSTK1	9606.ENSP00000431049	78.9
MCM5	9606.ENSP00000216122	78.9
DNAJA1	9606.ENSP00000369127	78.8
ME2	9606.ENSP00000321070	78.8
MATR3	9606.ENSP00000378284	78.7
NUCKS1	9606.ENSP00000356110	78.6
PGAM2	9606.ENSP00000297283	78.6
TRAP1	9606.ENSP00000246957	78.5
APMAP	9606.ENSP00000217456	78.5
HP1BP3	9606.ENSP00000403039	78.5
COPZ1	9606.ENSP00000449270	78.4
IQGAP2	9606.ENSP00000274364	78.2
LYPLA1	9606.ENSP00000320043	78.2
CRYGC	9606.ENSP00000282141	78.1
PSMD3	9606.ENSP00000264639	78.0
HSD3B1	9606.ENSP00000358421	77.6
UQCRFS1	9606.ENSP00000306397	77.6
LSP1	9606.ENSP00000371194	77.6
RBMX	9606.ENSP00000359645	77.5
HMGN1	9606.ENSP00000370125	77.5
CNBP	9606.ENSP00000410769	77.2
LCAT	9606.ENSP00000264005	77.1
PUF60	9606.ENSP00000434359	77.1
UBE2L5	9606.ENSP00000490225	77.1
DDX17	9606.ENSP00000380033	77.0
GART	9606.ENSP00000371253	76.9
TXNL1	9606.ENSP00000217515	76.9
PPA2	9606.ENSP00000343885	76.8
POTEJ	9606.ENSP00000387176	76.8
AARS1	9606.ENSP00000261772	76.7
FHOD1	9606.ENSP00000258201	76.6
LMAN2	9606.ENSP00000303366	76.5
AIMP1	9606.ENSP00000378191	76.5
MTCH2	9606.ENSP00000303222	76.4
IGKV2D-29	9606.ENSP00000483567	76.2
SELENBP1	9606.ENSP00000397261	75.9
PFDN5	9606.ENSP00000447942	75.8
RDH11	9606.ENSP00000370750	75.6
COPA	9606.ENSP00000357048	75.5
PPP1R7	9606.ENSP00000234038	75.5
PLP1	9606.ENSP00000481006	75.5
RARS1	9606.ENSP00000231572	75.4
AHSA1	9606.ENSP00000216479	75.2
CSK	9606.ENSP00000220003	75.1
GNB4	9606.ENSP00000232564	75.0
COPG1	9606.ENSP00000325002	75.0
SNRPA1	9606.ENSP00000254193	74.9
SPINK1	9606.ENSP00000296695	74.7
ALAD	9606.ENSP00000386284	74.7
NDUFB10	9606.ENSP00000268668	74.5
CRYBA4	9606.ENSP00000346805	74.4
TRIM4	9606.ENSP00000348216	74.3
ASPH	9606.ENSP00000368767	74.3
RCC1	9606.ENSP00000497402	74.3
PFDN2	9606.ENSP00000356989	74.2
MX1	9606.ENSP00000381601	74.1
PSMD6	9606.ENSP00000418695	74.1
FAM3C	9606.ENSP00000353025	73.8
PFKL	9606.ENSP00000269848	73.7
PI3	9606.ENSP00000243924	73.6
BLVRA	9606.ENSP00000385757	73.6
RAB21	9606.ENSP00000261263	73.5
PSMD2	9606.ENSP00000310129	73.4
ARL8B	9606.ENSP00000479202	73.2
ADH1A	9606.ENSP00000209668	73.0
COX5B	9606.ENSP00000258424	73.0
ACP1	9606.ENSP00000272067	73.0
SKAP2	9606.ENSP00000005587	72.9
H3-4	9606.ENSP00000355657	72.8
ATP6V1E1	9606.ENSP00000253413	72.6
SURF4	9606.ENSP00000361057	72.5
PSIP1	9606.ENSP00000370114	72.4
ATP1A1	9606.ENSP00000445306	72.3
ARCN1	9606.ENSP00000264028	72.1
LOC102723407	9606.ENSP00000478289	72.0
SLC9A3R1	9606.ENSP00000262613	71.7
PRB1	9606.ENSP00000420826	71.6
EIF3L	9606.ENSP00000499067	71.6
SGTA	9606.ENSP00000221566	71.4
CD81	9606.ENSP00000263645	71.4
DNAJC8	9606.ENSP00000263697	71.3
EIF4B	9606.ENSP00000388806	71.2
LZIC	9606.ENSP00000366430	71.1
TBXAS1	9606.ENSP00000389414	71.0
RBM39	9606.ENSP00000253363	71.0
ALDH1A1	9606.ENSP00000297785	70.9
