#id: 1825491670
#name: H.sapiens - Whole organism (Integrated)
#score: 31.9
#coverage: 99
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM: 31.9, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Human_PeptideAtlas_2011-08_Ens62.new:0.747;9606-PA_201408:0.075;HsapiensBuild242_May2010.peptides.new:0.043;peptideatlaBuild_March2009.peptides.new:0.041;Human_iBAQ_Khan_2013:0.038;9606_GPM_201408:0.036;GPM_2012_09_Homo_sapiens_-_ensembl:0.02;
#publication_year: 2025
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
TCP11L1	9606.ENSP00000335595	0.59
CLP1	9606.ENSP00000434995	0.589
NOTCH2NLB	9606.ENSP00000472124	0.589
DNAJB14	9606.ENSP00000404381	0.589
R3HCC1L	9606.ENSP00000483494	0.588
SMYD2	9606.ENSP00000355924	0.588
SPIRE1	9606.ENSP00000387266	0.588
KRTAP9-9	9606.ENSP00000377576	0.587
NAB1	9606.ENSP00000336894	0.587
TEAD3	9606.ENSP00000345772	0.587
TENT4B	9606.ENSP00000396995	0.587
CD5	9606.ENSP00000342681	0.587
WDR45	9606.ENSP00000348848	0.586
SLC38A5	9606.ENSP00000471683	0.586
PANK1	9606.ENSP00000302108	0.586
TRIM16L	9606.ENSP00000379030	0.586
ZFAND3	9606.ENSP00000287218	0.586
VPS8	9606.ENSP00000487164	0.585
PHETA1	9606.ENSP00000354461	0.585
C12orf29	9606.ENSP00000349358	0.585
TEX2	9606.ENSP00000258991	0.585
ZEB1	9606.ENSP00000354487	0.585
ALG8	9606.ENSP00000299626	0.584
COPZ2	9606.ENSP00000480707	0.583
CUEDC2	9606.ENSP00000358953	0.583
PRKCH	9606.ENSP00000329127	0.583
TH	9606.ENSP00000370571	0.582
OSBPL5	9606.ENSP00000263650	0.582
CASKIN2	9606.ENSP00000325355	0.581
MRM1	9606.ENSP00000481559	0.581
FPGT	9606.ENSP00000359935	0.581
PLN	9606.ENSP00000350132	0.581
PLCB2	9606.ENSP00000260402	0.58
CDT1	9606.ENSP00000301019	0.58
ZDHHC7	9606.ENSP00000456782	0.579
NAA38	9606.ENSP00000332103	0.579
FABP6	9606.ENSP00000377549	0.579
SMOC2	9606.ENSP00000346537	0.579
RBSN	9606.ENSP00000253699	0.578
ZNF746	9606.ENSP00000493970	0.577
LONRF2	9606.ENSP00000377086	0.576
GLT8D1	9606.ENSP00000266014	0.576
HELZ	9606.ENSP00000464512	0.576
GDPGP1	9606.ENSP00000452793	0.575
TANC2	9606.ENSP00000387593	0.575
EEPD1	9606.ENSP00000242108	0.575
TOX3	9606.ENSP00000219746	0.574
PARP12	9606.ENSP00000263549	0.574
CDC25C	9606.ENSP00000321656	0.574
C7orf26	9606.ENSP00000340220	0.574
TMEM59	9606.ENSP00000234831	0.574
CACUL1	9606.ENSP00000358147	0.573
ERICH1	9606.ENSP00000262109	0.573
SMUG1	9606.ENSP00000424191	0.573
ARL14EP	9606.ENSP00000282032	0.573
CNKSR1	9606.ENSP00000363371	0.572
SLC12A9	9606.ENSP00000275730	0.572
PINLYP	9606.ENSP00000479240	0.57
H0YJX3_HUMAN	9606.ENSP00000452401	0.57
SLC16A10	9606.ENSP00000357844	0.57
ERMAP	9606.ENSP00000361595	0.57
SYBU	9606.ENSP00000407118	0.569
KRTAP10-4	9606.ENSP00000383225	0.569
ALG3	9606.ENSP00000380793	0.569
CERS6	9606.ENSP00000376453	0.569
ACTR6	9606.ENSP00000188312	0.569
NEK3	9606.ENSP00000484443	0.568
ITGBL1	9606.ENSP00000365351	0.568
CD209	9606.ENSP00000315477	0.567
ARL5A	9606.ENSP00000295087	0.567
MSR1	9606.ENSP00000405453	0.566
NGRN	9606.ENSP00000368389	0.566
SHB	9606.ENSP00000366936	0.565
ST3GAL1	9606.ENSP00000428540	0.565
FPGS	9606.ENSP00000362344	0.565
CAV3	9606.ENSP00000341940	0.564
LYSMD1	9606.ENSP00000357904	0.564
FRA10AC1	9606.ENSP00000360488	0.564
ENSP00000486623	9606.ENSP00000486623	0.564
DENND6A	9606.ENSP00000311401	0.563
RGMA	9606.ENSP00000452126	0.563
MEIS1	9606.ENSP00000272369	0.563
PHYKPL	9606.ENSP00000310978	0.562
HLCS	9606.ENSP00000382071	0.562
SETD1A	9606.ENSP00000262519	0.562
FURIN	9606.ENSP00000483552	0.562
PRR5	9606.ENSP00000384848	0.562
CEP250	9606.ENSP00000380661	0.561
CLCN3	9606.ENSP00000261514	0.561
RECQL5	9606.ENSP00000317636	0.561
BCL2L11	9606.ENSP00000376943	0.561
SHANK3	9606.ENSP00000489407	0.561
NAA80	9606.ENSP00000346927	0.561
ZFYVE21	9606.ENSP00000216602	0.561
CDK14	9606.ENSP00000369390	0.56
FGF2	9606.ENSP00000264498	0.56
TRIM7	9606.ENSP00000274773	0.56
SLAMF6	9606.ENSP00000357036	0.56
SVEP1	9606.ENSP00000363593	0.559
PLPP2	9606.ENSP00000329697	0.559
PASK	9606.ENSP00000351475	0.559
CTSV	9606.ENSP00000259470	0.558
SLC22A18	9606.ENSP00000369948	0.558
GPN3	9606.ENSP00000442770	0.558
WDR54	9606.ENSP00000006526	0.558
WLS	9606.ENSP00000346829	0.558
DDHD2	9606.ENSP00000380352	0.557
SNX32	9606.ENSP00000310620	0.557
E9PMD0_HUMAN	9606.ENSP00000431165	0.557
CCL17	9606.ENSP00000219244	0.557
TMEM238	9606.ENSP00000416154	0.557
DNASE1L2	9606.ENSP00000454562	0.557
IFI27L2	9606.ENSP00000238609	0.556
STK17B	9606.ENSP00000263955	0.556
CBLB	9606.ENSP00000499037	0.556
ZNF800	9606.ENSP00000265827	0.555
TMPRSS4	9606.ENSP00000416037	0.555
PDE4DIP	9606.ENSP00000358363	0.555
SYT2	9606.ENSP00000356237	0.555
PGBD5	9606.ENSP00000375733	0.555
RHOXF2	9606.ENSP00000360441	0.554
MICAL2	9606.ENSP00000256194	0.554
CERCAM	9606.ENSP00000361929	0.554
BRMS1L	9606.ENSP00000216807	0.554
ANGEL2	9606.ENSP00000355929	0.552
PSTPIP1	9606.ENSP00000452746	0.552
SH2D2A	9606.ENSP00000376123	0.552
ADGRL2	9606.ENSP00000359765	0.552
NISCH	9606.ENSP00000418232	0.552
CNFN	9606.ENSP00000222032	0.552
MSH5	9606.ENSP00000364855	0.551
PGR	9606.ENSP00000325120	0.551
CELA2A	9606.ENSP00000352639	0.55
GIPC2	9606.ENSP00000359795	0.549
RGS4	9606.ENSP00000397181	0.549
MKNK1	9606.ENSP00000498083	0.549
N4BP1	9606.ENSP00000262384	0.549
AMOTL1	9606.ENSP00000387739	0.549
MIP	9606.ENSP00000498622	0.548
ENSP00000480571	9606.ENSP00000480571	0.548
METTL17	9606.ENSP00000372445	0.548
LONP2	9606.ENSP00000285737	0.548
TNFRSF17	9606.ENSP00000053243	0.547
TNIP2	9606.ENSP00000321203	0.547
PHLPP1	9606.ENSP00000262719	0.547
PANX1	9606.ENSP00000227638	0.546
M0R2P5_HUMAN	9606.ENSP00000472710	0.546
PRR11	9606.ENSP00000262293	0.546
NMNAT3	9606.ENSP00000495112	0.546
COL13A1	9606.ENSP00000381949	0.545
TEPSIN	9606.ENSP00000490393	0.545
SLC25A25	9606.ENSP00000362160	0.545
MTMR3	9606.ENSP00000384651	0.544
DBP	9606.ENSP00000222122	0.543
G3V3Q6_HUMAN	9606.ENSP00000451369	0.542
CXXC5	9606.ENSP00000302543	0.542
URM1	9606.ENSP00000501135	0.541
CSF3	9606.ENSP00000225474	0.541
FITM2	9606.ENSP00000380037	0.541
KIF4B	9606.ENSP00000387875	0.54
GPATCH11	9606.ENSP00000386772	0.54
ITGAX	9606.ENSP00000454623	0.54
PDSS1	9606.ENSP00000365388	0.54
IFT22	9606.ENSP00000320359	0.539
FAM89B	9606.ENSP00000431459	0.539
USP22	9606.ENSP00000261497	0.539
PLXND1	9606.ENSP00000317128	0.539
BBOX1	9606.ENSP00000263182	0.539
SDHAF4	9606.ENSP00000359505	0.539
AADAC	9606.ENSP00000232892	0.539
PWWP2A	9606.ENSP00000305151	0.538
RELB	9606.ENSP00000221452	0.538
CIT	9606.ENSP00000376306	0.538
SIGLEC5-2	9606.ENSP00000470259	0.538
SIGLEC5	9606.ENSP00000473238	0.538
ADGRE2	9606.ENSP00000319883	0.538
KRTAP9-4	9606.ENSP00000334922	0.538
MAGEB1	9606.ENSP00000368264	0.537
KIF13A	9606.ENSP00000259711	0.537
AIG1	9606.ENSP00000350509	0.537
CYP2S1	9606.ENSP00000308032	0.537
NOSTRIN	9606.ENSP00000394051	0.536
TOR3A	9606.ENSP00000356599	0.536
ZNRF1	9606.ENSP00000335091	0.536
CDAN1	9606.ENSP00000348564	0.536
GNB5	9606.ENSP00000261837	0.536
DGKZ	9606.ENSP00000412178	0.536
REEP2	9606.ENSP00000367590	0.535
C9orf16	9606.ENSP00000362085	0.535
ACTR5	9606.ENSP00000243903	0.535
APBB2	9606.ENSP00000427211	0.534
AP4S1	9606.ENSP00000216366	0.534
SLC12A1	9606.ENSP00000495332	0.534
CYP1A2	9606.ENSP00000342007	0.534
TNFRSF10B	9606.ENSP00000276431	0.533
NDRG4	9606.ENSP00000377823	0.533
APH1A	9606.ENSP00000358105	0.533
SNX16	9606.ENSP00000379621	0.533
RMI2	9606.ENSP00000310356	0.533
SIGLEC6	9606.ENSP00000401502	0.533
KRTAP9-2	9606.ENSP00000366950	0.533
SLC24A2	9606.ENSP00000344801	0.533
NINJ1	9606.ENSP00000364595	0.533
IDI2	9606.ENSP00000277517	0.533
ZHX2	9606.ENSP00000314709	0.532
KLK10	9606.ENSP00000311746	0.532
COL17A1	9606.ENSP00000497653	0.532
TMEM119	9606.ENSP00000376553	0.531
CLEC4M	9606.ENSP00000316228	0.53
PITX1	9606.ENSP00000265340	0.529
ZSCAN18	9606.ENSP00000470123	0.529
TMEM132A	9606.ENSP00000005286	0.529
SKP2	9606.ENSP00000274255	0.528
EFCAB6	9606.ENSP00000262726	0.528
GRIA4	9606.ENSP00000282499	0.528
PTPRD	9606.ENSP00000370593	0.528
TARBP1	9606.ENSP00000040877	0.527
CRISPLD2	9606.ENSP00000262424	0.527
ENPP4	9606.ENSP00000318066	0.527
INO80E	9606.ENSP00000457016	0.527
PAPOLB	9606.ENSP00000384700	0.527
DNAJB8	9606.ENSP00000417418	0.526
LRIF1	9606.ENSP00000358778	0.526
TMEM259	9606.ENSP00000349087	0.526
RHBDF1	9606.ENSP00000262316	0.526
BAAT	9606.ENSP00000259407	0.526
HERC2	9606.ENSP00000261609	0.526
SEMA4A	9606.ENSP00000357265	0.526
CRCT1	9606.ENSP00000357779	0.526
TNS4	9606.ENSP00000254051	0.526
WDR47	9606.ENSP00000383599	0.525
TRMT10A	9606.ENSP00000273962	0.524
ORC6	9606.ENSP00000219097	0.524
SLC23A2	9606.ENSP00000368637	0.524
SCARF1	9606.ENSP00000263071	0.523
SHISA3	9606.ENSP00000326445	0.522
HIC2	9606.ENSP00000387757	0.522
NFAT5	9606.ENSP00000338806	0.522
MAPK11	9606.ENSP00000333685	0.521
SIPA1L3	9606.ENSP00000222345	0.521
CADPS	9606.ENSP00000373215	0.521
ZBTB33	9606.ENSP00000450969	0.52
KIRREL1	9606.ENSP00000352138	0.52
CCDC186	9606.ENSP00000498136	0.52
SRD5A3	9606.ENSP00000264228	0.52
ING5	9606.ENSP00000490767	0.52
BRMS1	9606.ENSP00000396052	0.519
SPG7	9606.ENSP00000495795	0.518
GHR	9606.ENSP00000483403	0.518
RAD17	9606.ENSP00000426191	0.518
SLC25A35	9606.ENSP00000464231	0.518
PLAAT3	9606.ENSP00000320337	0.517
TUSC1	9606.ENSP00000350716	0.517
GSTA4	9606.ENSP00000360002	0.516
PROM2	9606.ENSP00000318270	0.516
SPDL1	9606.ENSP00000265295	0.516
BLK	9606.ENSP00000259089	0.515
BHLHE22	9606.ENSP00000318799	0.515
TMPRSS13	9606.ENSP00000434279	0.515
SLC20A2	9606.ENSP00000429754	0.515
FAM160A2	9606.ENSP00000265978	0.515
SLA	9606.ENSP00000394049	0.515
CDR2L	9606.ENSP00000336587	0.515
TAB3	9606.ENSP00000368215	0.514
RAB11FIP2	9606.ENSP00000358200	0.514
AGAP1	9606.ENSP00000307634	0.514
FXYD6-FXYD2	9606.ENSP00000482442	0.514
PACC1	9606.ENSP00000438863	0.514
SMDT1	9606.ENSP00000327467	0.514
FAM53C	9606.ENSP00000239906	0.514
PTN	9606.ENSP00000341170	0.513
AEBP2	9606.ENSP00000381840	0.513
TUT1	9606.ENSP00000308000	0.512
SAYSD1	9606.ENSP00000229903	0.511
CHMP4C	9606.ENSP00000297265	0.511
RAB44	9606.ENSP00000481054	0.511
LAMA3	9606.ENSP00000324532	0.51
OSBP2	9606.ENSP00000332576	0.51
CTNND2	9606.ENSP00000307134	0.51
FAM133B	9606.ENSP00000398401	0.51
PNPLA4	9606.ENSP00000370430	0.51
POLE	9606.ENSP00000322570	0.51
THSD4	9606.ENSP00000347484	0.509
FBXL15	9606.ENSP00000224862	0.509
LILRB4	9606.ENSP00000375616	0.509
OPA3	9606.ENSP00000319817	0.509
TMEM160	9606.ENSP00000253047	0.509
CARTPT	9606.ENSP00000296777	0.508
NRDE2	9606.ENSP00000346335	0.508
PRKD3	9606.ENSP00000368356	0.507
PHF12	9606.ENSP00000329933	0.507
SCAMP5	9606.ENSP00000355387	0.507
NAT8	9606.ENSP00000272425	0.506
KRTAP4-6	9606.ENSP00000328270	0.506
GDAP2	9606.ENSP00000358451	0.506
ITPKB	9606.ENSP00000411152	0.506
PXK	9606.ENSP00000348472	0.506
PIMREG	9606.ENSP00000250056	0.505
PRKCE	9606.ENSP00000306124	0.505
SLC1A6	9606.ENSP00000221742	0.505
PNPLA2	9606.ENSP00000337701	0.505
KCTD21	9606.ENSP00000339340	0.504
ABCC3	9606.ENSP00000285238	0.504
SYNJ2	9606.ENSP00000347792	0.504
SSPN	9606.ENSP00000242729	0.504
BRPF1	9606.ENSP00000373340	0.504
LEPROT	9606.ENSP00000483521	0.504
HOMEZ	9606.ENSP00000350049	0.503
ENPP6	9606.ENSP00000296741	0.503
TNNI2	9606.ENSP00000371336	0.503
CLSPN	9606.ENSP00000312995	0.503
INSR	9606.ENSP00000303830	0.502
FBN2	9606.ENSP00000424571	0.502
APOBEC3B	9606.ENSP00000327459	0.502
SP4	9606.ENSP00000222584	0.502
FAM118A	9606.ENSP00000216214	0.501
RNF169	9606.ENSP00000299563	0.501
MTCL1	9606.ENSP00000352927	0.501
KIF16B	9606.ENSP00000384164	0.501
PARL	9606.ENSP00000325421	0.501
KIFAP3	9606.ENSP00000354560	0.501
SNAPC5	9606.ENSP00000319597	0.5
WDR20	9606.ENSP00000395793	0.5
TRERF1	9606.ENSP00000439689	0.5
MTO1	9606.ENSP00000402038	0.499
NTAN1	9606.ENSP00000287706	0.499
NDUFAF8	9606.ENSP00000400184	0.499
POLR3K	9606.ENSP00000293860	0.499
PAXIP1	9606.ENSP00000384048	0.499
ZACN	9606.ENSP00000334854	0.499
SLC35B1	9606.ENSP00000497423	0.499
UGT2B4	9606.ENSP00000305221	0.499
USP30	9606.ENSP00000257548	0.499
RPP21	9606.ENSP00000409799	0.499
TDRD3	9606.ENSP00000440190	0.498
POU5F1	9606.ENSP00000259915	0.498
TOPBP1	9606.ENSP00000260810	0.498
TRMT61B	9606.ENSP00000302801	0.498
NRXN1	9606.ENSP00000385142	0.498
TRIM5	9606.ENSP00000369373	0.497
NUDT13	9606.ENSP00000349874	0.497
PMM1	9606.ENSP00000216259	0.497
SAMD1	9606.ENSP00000431971	0.497
LRRN4	9606.ENSP00000368135	0.496
WWP1	9606.ENSP00000427793	0.496
SYS1	9606.ENSP00000243918	0.496
ST6GAL1	9606.ENSP00000169298	0.496
MTLN	9606.ENSP00000485216	0.496
AGPAT4	9606.ENSP00000314036	0.496
KRTAP9-3	9606.ENSP00000392189	0.496
GXYLT1	9606.ENSP00000381666	0.496
USP50	9606.ENSP00000434676	0.495
RB1CC1	9606.ENSP00000025008	0.495
DCBLD2	9606.ENSP00000321573	0.495
GMEB1	9606.ENSP00000294409	0.495
CNOT8	9606.ENSP00000430493	0.495
TVP23C	9606.ENSP00000225576	0.495
LAMP5	9606.ENSP00000246070	0.495
SCNM1	9606.ENSP00000357901	0.494
ERICH5	9606.ENSP00000315614	0.494
BRF1	9606.ENSP00000448387	0.494
ZFYVE1	9606.ENSP00000450742	0.493
IGF1R	9606.ENSP00000497069	0.493
FRMD6	9606.ENSP00000343899	0.493
SH2D3C	9606.ENSP00000317817	0.493
MPL	9606.ENSP00000361548	0.493
FBXO30	9606.ENSP00000237281	0.492
CAMKK1	9606.ENSP00000371188	0.492
LRRC42	9606.ENSP00000360421	0.492
MAGEC2	9606.ENSP00000354660	0.492
KIAA1211L	9606.ENSP00000380996	0.492
ELF3	9606.ENSP00000352673	0.492
DEFB125	9606.ENSP00000371847	0.491
EZHIP	9606.ENSP00000342680	0.491
SHROOM3	9606.ENSP00000296043	0.491
NRBP2	9606.ENSP00000414055	0.491
IL6R	9606.ENSP00000357470	0.491
RTL8C	9606.ENSP00000257013	0.491
FOXP1-2	9606.ENSP00000497585	0.491
RNF24	9606.ENSP00000388550	0.491
FAM53B	9606.ENSP00000338532	0.49
MSTN	9606.ENSP00000260950	0.49
LRRC7	9606.ENSP00000309245	0.49
NCOA2	9606.ENSP00000399968	0.49
CRACD	9606.ENSP00000264229	0.49
ITGA11	9606.ENSP00000327290	0.49
FAM83B	9606.ENSP00000304078	0.49
ARSF	9606.ENSP00000370519	0.49
WDR73	9606.ENSP00000387982	0.489
NOTCH3	9606.ENSP00000263388	0.489
PSRC1	9606.ENSP00000358925	0.489
PARL-2	9606.ENSP00000491227	0.489
PIBF1	9606.ENSP00000317144	0.489
CLK1	9606.ENSP00000394734	0.489
KLHL13	9606.ENSP00000419803	0.489
PAX5	9606.ENSP00000350844	0.488
DHRSX	9606.ENSP00000334113	0.488
PHYHIP	9606.ENSP00000320017	0.488
HENMT1	9606.ENSP00000359049	0.488
NKTR	9606.ENSP00000232978	0.487
SSX2IP	9606.ENSP00000340279	0.487
SOX3	9606.ENSP00000359567	0.487
ZNF217	9606.ENSP00000360526	0.487
ANAPC10	9606.ENSP00000478501	0.487
BTN3A3	9606.ENSP00000244519	0.487
FGFR2	9606.ENSP00000410294	0.487
FAM174C	9606.ENSP00000386557	0.486
MUC6	9606.ENSP00000406861	0.486
FGFR4	9606.ENSP00000292408	0.485
SP6	9606.ENSP00000438209	0.485
FOXC1	9606.ENSP00000493906	0.485
STXBP6	9606.ENSP00000324302	0.485
DMXL1	9606.ENSP00000439479	0.484
ALG1L	9606.ENSP00000482705	0.484
BLM	9606.ENSP00000347232	0.484
STAC2	9606.ENSP00000327509	0.484
MOB2	9606.ENSP00000328694	0.484
SENP1	9606.ENSP00000394791	0.483
POLG2	9606.ENSP00000442563	0.483
FAM102B	9606.ENSP00000359052	0.483
BAHD1	9606.ENSP00000396976	0.482
PIK3C2B	9606.ENSP00000356155	0.482
GPANK1	9606.ENSP00000365071	0.481
GTPBP8	9606.ENSP00000373176	0.481
AQP3	9606.ENSP00000297991	0.48
FRMD4A	9606.ENSP00000350032	0.48
SALL4	9606.ENSP00000217086	0.48
FOXO1	9606.ENSP00000368880	0.479
MYB	9606.ENSP00000339992	0.479
SGCB	9606.ENSP00000370839	0.478
FAM151A	9606.ENSP00000306888	0.478
STYXL1	9606.ENSP00000248600	0.478
NOVA1	9606.ENSP00000438875	0.478
GDPD1	9606.ENSP00000284116	0.477
KLK7	9606.ENSP00000470538	0.477
ATXN1L	9606.ENSP00000415822	0.477
TCAF2C	9606.ENSP00000490573	0.477
ZNF678	9606.ENSP00000344828	0.476
OXNAD1	9606.ENSP00000487136	0.476
FSD1	9606.ENSP00000221856	0.476
ARHGEF18	9606.ENSP00000482647	0.476
GIMAP8	9606.ENSP00000305107	0.476
GTPBP6	9606.ENSP00000316598	0.475
INVS	9606.ENSP00000262457	0.474
V9GZ38_HUMAN	9606.ENSP00000477381	0.474
IFT81	9606.ENSP00000242591	0.474
SLC36A2	9606.ENSP00000334223	0.474
HOPX	9606.ENSP00000450527	0.474
CXCL17	9606.ENSP00000472467	0.473
LCE3E	9606.ENSP00000357778	0.473
EIF4EBP3	9606.ENSP00000308472	0.473
SDR16C5	9606.ENSP00000431010	0.473
ATP1B2	9606.ENSP00000250111	0.473
BCL11A	9606.ENSP00000496168	0.473
PEAK1	9606.ENSP00000452796	0.473
ARHGAP8	9606.ENSP00000374424	0.473
TEAD1	9606.ENSP00000435233	0.472
ARNT	9606.ENSP00000351407	0.472
SOGA3	9606.ENSP00000434570	0.472
TAC1	9606.ENSP00000321106	0.471
SYT5	9606.ENSP00000346265	0.471
TGS1	9606.ENSP00000260129	0.471
POLR3GL	9606.ENSP00000358320	0.471
CYB561	9606.ENSP00000464215	0.471
FBXO21	9606.ENSP00000328187	0.47
GPR107	9606.ENSP00000361483	0.47
SMPX	9606.ENSP00000368808	0.47
AMOTL2	9606.ENSP00000424765	0.47
POGK	9606.ENSP00000356849	0.469
CLK2	9606.ENSP00000357345	0.469
PMS2	9606.ENSP00000265849	0.469
DPH6	9606.ENSP00000256538	0.469
DLK1	9606.ENSP00000340292	0.469
STARD13	9606.ENSP00000338785	0.468
CEBPD	9606.ENSP00000386165	0.468
YIPF6	9606.ENSP00000417573	0.468
CYP2A6	9606.ENSP00000301141	0.468
PRAM1	9606.ENSP00000408342	0.468
PLPP3	9606.ENSP00000360296	0.467
SPPL2A	9606.ENSP00000261854	0.467
L3MBTL3	9606.ENSP00000357118	0.467
SHCBP1	9606.ENSP00000306473	0.467
ALG6	9606.ENSP00000263440	0.467
ANXA9	9606.ENSP00000357943	0.467
SP140L	9606.ENSP00000397911	0.467
FAM174A	9606.ENSP00000307954	0.466
SGPP1	9606.ENSP00000247225	0.466
CENPU	9606.ENSP00000281453	0.466
DSCC1	9606.ENSP00000322180	0.466
WDYHV1	9606.ENSP00000287387	0.466
SDCBP2	9606.ENSP00000371233	0.465
YIPF2	9606.ENSP00000253031	0.465
HPGDS	9606.ENSP00000295256	0.465
MAST2	9606.ENSP00000354671	0.465
MTERF4	9606.ENSP00000480378	0.464
KHNYN	9606.ENSP00000450799	0.464
TSR3	9606.ENSP00000007390	0.464
PRR14	9606.ENSP00000441641	0.464
LAIR2	9606.ENSP00000301202	0.464
B3GALT6	9606.ENSP00000368496	0.463
C6orf132	9606.ENSP00000341368	0.463
DNMBP	9606.ENSP00000315659	0.463
GPC3	9606.ENSP00000377836	0.463
DTX1	9606.ENSP00000257600	0.462
CDCA2	9606.ENSP00000328228	0.462
CNTN3	9606.ENSP00000263665	0.462
ANAPC13	9606.ENSP00000421842	0.461
TRIM72	9606.ENSP00000312675	0.461
MASTL	9606.ENSP00000365107	0.461
NRP2	9606.ENSP00000353582	0.46
RAB28	9606.ENSP00000328551	0.46
PRR5-ARHGAP8	9606.ENSP00000354732	0.46
RXRG	9606.ENSP00000352900	0.46
ZNF652	9606.ENSP00000354686	0.459
SPOP	9606.ENSP00000377001	0.459
DCAF10	9606.ENSP00000366953	0.459
EXT2	9606.ENSP00000379032	0.459
ID1	9606.ENSP00000365280	0.459
CBY1	9606.ENSP00000478962	0.459
ZBTB4	9606.ENSP00000307858	0.459
ALKBH4	9606.ENSP00000292566	0.458
RCOR2	9606.ENSP00000301459	0.458
SYDE1	9606.ENSP00000341489	0.458
CDK5RAP2	9606.ENSP00000343818	0.458
PIGX	9606.ENSP00000296333	0.458
CYHR1	9606.ENSP00000433769	0.458
NR2F2	9606.ENSP00000377721	0.458
MS4A12	9606.ENSP00000016913	0.457
BEX3	9606.ENSP00000361728	0.457
SYN3	9606.ENSP00000351614	0.457
CD27	9606.ENSP00000266557	0.457
SEC14L3	9606.ENSP00000215812	0.456
WRB-SH3BGR	9606.ENSP00000497977	0.456
PTPRE	9606.ENSP00000254667	0.456
AGO4	9606.ENSP00000362306	0.456
FAM3A	9606.ENSP00000320521	0.456
RBFOX3	9606.ENSP00000463653	0.456
RUNDC1	9606.ENSP00000354622	0.456
ENSP00000485259	9606.ENSP00000485259	0.455
CBFA2T3	9606.ENSP00000268679	0.455
ZNF311	9606.ENSP00000366384	0.455
ZFC3H1	9606.ENSP00000368017	0.455
AJUBA	9606.ENSP00000262713	0.455
JAG1	9606.ENSP00000254958	0.455
SDHAF3	9606.ENSP00000414066	0.455
ARHGEF18-2	9606.ENSP00000499655	0.454
HBP1	9606.ENSP00000222574	0.454
TCHH	9606.ENSP00000480484	0.454
NOL12	9606.ENSP00000352021	0.454
GRIA1	9606.ENSP00000428994	0.453
M0R3G1_HUMAN	9606.ENSP00000473200	0.453
ZBTB2	9606.ENSP00000323183	0.453
TMEM101	9606.ENSP00000468025	0.453
SMCO3	9606.ENSP00000381895	0.453
AKR1C8P	9606.ENSP00000496804	0.453
AKR1E2	9606.ENSP00000298375	0.452
PTPN5	9606.ENSP00000351342	0.452
FBXO38	9606.ENSP00000342023	0.452
SMG7	9606.ENSP00000425133	0.452
SDS	9606.ENSP00000257549	0.452
TNK2	9606.ENSP00000371341	0.452
PLB1	9606.ENSP00000330442	0.451
TMEM243	9606.ENSP00000398083	0.451
TMEM147	9606.ENSP00000222284	0.451
TMEM102	9606.ENSP00000315387	0.451
PRPF40B	9606.ENSP00000448073	0.451
AUTS2	9606.ENSP00000344087	0.451
MAGEA1	9606.ENSP00000349085	0.451
KCNN4	9606.ENSP00000496939	0.451
POU3F1	9606.ENSP00000362103	0.45
SLC26A6	9606.ENSP00000378920	0.45
SIGIRR	9606.ENSP00000403104	0.45
LGI1	9606.ENSP00000360472	0.45
SH3BP2	9606.ENSP00000424846	0.45
LENG9	9606.ENSP00000479355	0.45
TERF1	9606.ENSP00000276603	0.449
TADA2B	9606.ENSP00000308022	0.449
FABP2	9606.ENSP00000274024	0.449
TMEM201	9606.ENSP00000344503	0.449
CEBPZOS	9606.ENSP00000384331	0.448
CGAS	9606.ENSP00000359339	0.448
CD19	9606.ENSP00000313419	0.448
MBOAT2	9606.ENSP00000302177	0.447
EPO	9606.ENSP00000252723	0.447
FGF1	9606.ENSP00000480791	0.447
ADARB1	9606.ENSP00000353920	0.446
KCTD14	9606.ENSP00000316482	0.446
FOXJ3	9606.ENSP00000361653	0.446
NRIP2	9606.ENSP00000337501	0.446
OPHN1	9606.ENSP00000347710	0.446
PPY	9606.ENSP00000466009	0.446
ZCCHC9	9606.ENSP00000254037	0.446
RAD51D-2	9606.ENSP00000466834	0.445
SSBP2	9606.ENSP00000483921	0.445
TNN	9606.ENSP00000239462	0.445
CCNC	9606.ENSP00000428982	0.445
SOX2	9606.ENSP00000323588	0.444
NR2F6	9606.ENSP00000291442	0.444
HDAC5	9606.ENSP00000225983	0.444
POLR2M	9606.ENSP00000299638	0.444
ZNF451	9606.ENSP00000359740	0.443
RECK	9606.ENSP00000367202	0.443
SEC14L1	9606.ENSP00000376268	0.443
CYTH3	9606.ENSP00000297044	0.443
ECRG4	9606.ENSP00000238044	0.442
ARSK	9606.ENSP00000369346	0.442
CHN1	9606.ENSP00000386741	0.442
TSEN2	9606.ENSP00000284995	0.442
RUNX1T1	9606.ENSP00000402257	0.442
HOGA1	9606.ENSP00000359680	0.442
OFD1	9606.ENSP00000344314	0.442
GPC6	9606.ENSP00000366246	0.441
ARHGEF10L	9606.ENSP00000355060	0.441
ZNF106	9606.ENSP00000263805	0.441
C16orf89	9606.ENSP00000324672	0.441
QRFPR	9606.ENSP00000377948	0.44
RAD1	9606.ENSP00000371469	0.439
RGR	9606.ENSP00000352427	0.439
