Gene,MF.score
ZNF334,1.0763220123834298e-6
N4BP2,4.174925056162781e-5
ZFP64,2.5376352116746258e-5
NAXD,1.1534529469142851e-4
CCAR1,9.902371879036777e-6
INTS9,1.2279585459788589e-5
RCOR3,2.134947630287299e-6
ZNF701,1.0651223838885466e-6
ZNF83,1.0763220123834298e-6
ZNF415,1.5702961345485294e-6
LRIF1,2.2670061497502875e-5
MBNL3,4.350430473532682e-6
HR,3.5152015186784046e-5
TRERF1,4.413928005170865e-5
BDP1,1.1903629553022219e-4
DCAF6,3.296175483435482e-6
CAND1,5.60976404409149e-5
EAPP,9.538651477381128e-6
BEX1,5.059230380246265e-6
ZKSCAN7,1.0763220123834298e-6
MYNN,2.2246761127720098e-6
ZNF395,1.7857236459744595e-6
ZNF302,1.0763220123834298e-6
NKRF,4.700337985852988e-6
ZMAT5,2.996376103106096e-6
ZNF253,1.3124098981634012e-6
PRMT8,1.3292029548823682e-4
CTPS2,1.066463427887113e-4
POLE4,2.4269277667650016e-5
SLC2A4RG,1.2733214084502254e-6
TCEAL7,2.06997752073515e-6
RAD18,7.748031289666837e-5
PAPOLB,7.6135438836562295e-6
BMAL2,2.432445025882231e-5
EMSY,9.469575090484096e-7
PRTFDC1,4.227207263694478e-5
NT5M,6.748858018159649e-5
ATXN7L3,3.6574999808509935e-5
PRDM10,2.5181076254224006e-6
DTWD1,2.7209983708382882e-5
RARS2,4.0785822272401986e-5
DDX24,7.446007105160784e-6
NAT14,3.064624285667384e-6
REXO4,6.12676687846808e-6
ZNF695,1.0763220123834298e-6
INTS12,9.633735582835624e-6
VARS2,6.65150623989225e-5
THOC2,2.7205004858410723e-5
ZNF248,9.902536861514675e-7
ZNF630,1.0651223838885466e-6
ZNF286A,1.0763220123834298e-6
CLK4,4.714299065409665e-6
WDR18,1.0320860482772095e-4
REXO1,7.023466253807106e-6
PPM1H,1.970044012238169e-5
LRRC47,3.1280794728549224e-5
ZNF490,1.0763220123834298e-6
AHRR,9.919610763696355e-6
MRTFB,2.4105201353306624e-5
INTS2,9.92619004398757e-6
XPO5,7.928820887090739e-5
ZNF398,1.1999219504880588e-6
ZNF624,1.0763220123834298e-6
ZNF319,1.5281694370167963e-6
ZNF471,1.0763220123834298e-6
ZNF687,7.906343078194657e-7
EBF4,3.4208490263114054e-6
HOMEZ,9.389915178804138e-7
ZNF492,1.0651223838885466e-6
POGK,6.567509380022001e-7
UVSSA,1.1880820091060814e-5
CALCOCO1,4.614900677295226e-6
ZNF317,1.0763220123834298e-6
ZNF529,9.790540576565843e-7
SFMBT2,3.849462713816238e-6
PRX,1.719367611389019e-5
RBAK,1.4875112848428812e-6
SUGP1,1.1019391787076808e-6
GATAD1,9.266427577864558e-7
ZNF410,1.6505833165962605e-6
NFE4,1.7539444737502043e-6
CREBZF,1.2300392829104524e-5
ZNF71,1.5281694370167963e-6
ZNF77,9.902536861514675e-7
ZNF462,1.053207137017995e-6
ZNF250,1.1005686387866336e-6
SCAF1,1.0562713802943238e-5
KMT2C,2.663459383138794e-5
DNASE2B,4.2695781819462425e-5
WIZ,2.624548697430829e-5
HIVEP3,2.943330018706516e-6
GPBP1L1,8.325328484466818e-7
TRMT11,5.7914032649801856e-5
PPCDC,1.1145806786292786e-4
FAM111A,1.5029398370096122e-5
CHTF18,1.8265567210431986e-5
CHP2,3.9499514590384304e-5
ZNF667,1.038793631545421e-6
PCIF1,8.633834191574627e-5
DMRTC1,5.948887489730827e-7
NEUROG2,3.6022243105417067e-6
NEUROD6,6.486769285522601e-6
NPAS3,1.4735031276755096e-6
MMS19,3.6051560560866847e-5
LHX5,6.134399122303945e-5
ZSCAN31,1.0763220123834298e-6
NOC3L,2.7676583643641254e-6
IKZF4,4.054743791262422e-6
ACTR6,2.0359700915766043e-5
SMYD3,5.7508955196643474e-5
ZNF574,1.5281694370167963e-6
AEN,7.993879652770902e-6
EXO5,4.49073179868149e-5
TUT1,7.847340701318874e-5
RFX7,4.745540724023311e-6
PAPOLG,7.714132227841955e-6
GPBP1,1.0286710986628363e-6
MRPL44,1.9201283119950808e-5
NOL6,6.431920161311884e-5
PRAMEF1,4.293406605002645e-6
PRAMEF2,4.293406605002645e-6
ZFP69B,1.5197979401765244e-6
ZNF649,1.068636361003686e-6
BRD9,1.4032030493513863e-5
ZSCAN18,1.0763220123834298e-6
ZNF747,4.5290189398835137e-7
ZFTA,7.567184919896637e-7
TRIR,7.979293251901712e-6
DDX54,1.4164353846589769e-5
KCTD15,1.8031609079192015e-6
NOC4L,4.8039956879242e-5
DSCC1,4.5661337225700444e-5
DCTPP1,2.9927944071951037e-4
LBHD1,7.706118075783438e-7
ZNF426,1.0763220123834298e-6
TAF1D,1.9463836312220105e-5
ZSCAN5A,1.0763220123834298e-6
ZNF343,1.0940062716934369e-6
ZNF576,7.091045113618956e-7
IRX6,1.7884418587281355e-6
THOC6,2.5206245669979523e-5
ZNF557,9.902536861514675e-7
ZXDC,7.777203009743825e-6
HMGN5,3.7778213838507606e-6
PAGR1,2.52385299163126e-5
CARS2,5.581484791071088e-5
OBI1,3.6130397269680954e-6
PGBD5,9.860259911343348e-5
NAA16,3.204806211907437e-5
EFL1,1.7041053283727313e-5
ARMC7,1.0015385851436527e-6
PANK3,4.542086672881786e-5
USB1,8.515603059717963e-5
BEND5,8.882985650161774e-7
NEIL1,6.055221212131816e-5
ICE2,3.174731945443411e-5
ZNF329,1.2781058870362534e-6
QTRT2,7.943829989783242e-5
ZNF322,3.637987420236513e-6
GTDC1,5.315650275298757e-5
ZNF768,1.065602771648247e-6
THAP9,5.351578507394899e-5
NARS2,4.79724130107496e-5
ZNF419,1.0763220123834298e-6
ZFHX4,1.2543327406887896e-6
ZNF665,1.0651223838885466e-6
ZNF408,1.1005686387866336e-6
CARF,9.876474646052691e-6
SLTM,1.561267960344402e-6
ZNF552,1.0763220123834298e-6
ZBTB3,7.868203231143476e-7
ZNF669,9.902536861514675e-7
RBFA,1.132262098254192e-6
CPSF7,3.325258469791125e-5
RPAP2,2.5310868815714105e-5
CBLL1,9.797220051667924e-6
NUDT18,4.070882316594299e-4
DCAKD,3.4798220523030285e-5
ZC3H14,1.0191156865403194e-5
ZNF671,1.0275940030505377e-6
MCMBP,6.438600475016228e-6
ZNF672,8.783242647781496e-7
ZNF613,1.038793631545421e-6
SETD6,2.3495654262617578e-5
ZNF696,9.902536861514675e-7
ZNF442,9.790540576565843e-7
ZNF702P,7.091045113618956e-7
PHC3,6.3369567889657726e-06
ZNF556,9.790540576565843e-7
CSRNP3,1.6101723992720566e-6
ATF7IP2,8.519911746783543e-7
ZNF606,1.5771189811645402e-6
ZFP2,1.0763220123834298e-6
ZNF614,9.902536861514675e-7
VCPIP1,6.698603179491285e-5
THOC7,2.5033232985045284e-5
PAAF1,1.2238651626685701e-5
FAAP100,5.6467784835426346e-6
ZNF430,3.6036347012386842e-6
MED28,2.0850848783209125e-5
FLAD1,2.1066426150983367e-4
WDR82,1.1003006478620754e-4
ZSCAN16,1.0763220123834298e-6
COASY,1.4316393296103148e-4
AARSD1,7.453318915271613e-5
ZNF34,1.157851808841e-6
INTS5,9.938016847545547e-6
ASXL3,2.067193523854181e-5
ZNF436,1.0717834826090377e-6
EEPD1,1.0692060753345148e-5
KDM7A,6.117636351417956e-5
SETD7,4.228860584980359e-5
ILKAP,9.837746231092951e-6
POLR2M,8.233265338884331e-5
TDRD3,3.798536476886948e-5
INTS14,9.584026054820246e-6
CSRNP2,1.664419614144076e-6
CDADC1,1.0794276456575503e-4
FIP1L1,4.405548484081019e-6
REXO5,7.173521098858749e-6
ZNF611,1.0651223838885466e-6
ISG20L2,7.832354398982e-6
QTRT1,7.880501294929316e-5
TCF7L1,5.807103788694416e-6
UCK1,1.4899263438599258e-4
NUDT12,2.166415472024638e-4
BCL2L12,1.0049427545926238e-6
ZMIZ2,1.0195586580970592e-5
RIOK1,2.140079364537149e-5
H2AB3,4.991655096151941e-6
TFAP2D,5.137368782643326e-5
GRWD1,1.0397596045688635e-5
ZNF484,1.516969808521913e-6
L3MBTL2,2.92124371994081e-6
TMTC1,1.7477077181361602e-5
CDCA7,7.753626896678706e-7
TATDN1,1.0797779808110485e-5
RBM48,1.1019391787076808e-6
ZIC4,1.1927553612253682e-6
ZNF394,1.0763220123834298e-6
WDR75,1.420771993096455e-5
UTP15,1.4578392592189562e-5
ZNF644,2.5623394289460036e-6
RNASEH2C,1.8403395283218446e-5
GTF2IRD2,7.371107950989702e-7
ASCC2,2.3716430381352584e-5
CHD6,1.5198923913159834e-5
FAR1,1.0214619556494837e-4
MAF1,1.4514166004796368e-4
MED10,1.301939957270747e-5
POLR3GL,5.490347325923627e-6
QNG1,3.152013074714516e-5
ZNF397,1.808470355313658e-6
NUDT16L1,1.4321999206427611e-5
THOC3,2.5000652732735458e-5
ZNF414,7.091045113618956e-7
PCGF5,4.28581083556753e-5
ELOF1,7.225334739987928e-6
NIFK,3.0679256334157483e-6
ZNF528,1.0651223838885466e-6
MAML2,8.682778259960841e-6
ZNF333,1.0763220123834298e-6
ZNF512,8.128570969038648e-7
EFCAB7,1.0917474489297256e-4
ZNF527,1.0651223838885466e-6
ZNF559,9.902536861514675e-7
RHOXF2,1.1874282325241349e-6
SNORD35B,4.729728801126173e-7
PGBD1,7.003425746051002e-7
ZNF594,1.5771189811645402e-6
SPZ1,6.689488036034851e-7
GLYR1,1.5427885064963013e-5
DPY30,1.6096337200583282e-5
ZNF347,1.0651223838885466e-6
ZNF577,1.0763220123834298e-6
ZNF607,1.0763220123834298e-6
PERM1,2.5671039823522016e-6
ATP5MK,1.2143724925893029e-5
ZNF496,1.285990276720021e-6
ZNF503,1.1827352306587412e-5
RIOX2,3.660943635160289e-5
ZC3H10,3.1641418587535975e-5
ZNF514,1.0651223838885466e-6
ZSCAN10,1.383758699300912e-6
TBRG1,4.913451199150038e-6
NFATC2IP,2.2265351508907543e-6
ZNF341,1.3861752281588721e-6
ZNF382,1.0275940030505377e-6
ZNF587,1.0763220123834298e-6
FIZ1,2.9246472974755826e-6
ZNF566,9.902536861514675e-7
PWWP3A,1.4607383905401126e-6
MPND,2.2498725609938946e-5
TOX2,1.8069997469404176e-6
SNHG7,4.729728801126173e-7
SNHG12,4.729728801126173e-7
PPIL4,7.792845230225384e-6
SNORD14B,4.729728801126173e-7
SNORD14C,4.729728801126173e-7
SNORD14D,4.729728801126173e-7
EAF1,2.1223549665777195e-5
ZIC5,1.21984499894743e-6
HELZ2,3.6926108915539726e-5
CIPC,5.774857462755677e-6
ZNF518B,7.964581626070757e-7
RPPH1,1.8797508633896682e-5
ZNF30,1.0651223838885466e-6
ZNF551,1.0651223838885466e-6
ZNF616,1.0651223838885466e-6
ZNF766,1.0763220123834298e-6
THAP3,7.788110970011573e-7
ZNF468,1.0651223838885466e-6
ZNF160,1.1847493783003806e-6
MED30,2.1563169917953985e-5
ZNF835,1.038793631545421e-6
ZNF799,9.790540576565843e-7
ZNF625,9.902536861514675e-7
ZNF700,9.790540576565843e-7
ZNF439,9.902536861514675e-7
LINC00473,1.925607370359671e-7
ZNF486,1.2035463485610183e-6
TBL1Y,2.018477757605155e-6
PRMT9,9.71159002204287e-5
ZNF479,1.0763220123834298e-6
ZNF697,1.0763220123834298e-6
ZNF251,3.3235875451208333e-6
ZNF682,1.0651223838885466e-6
L3MBTL4,1.2954558810634763e-6
SNORD107,4.729728801126173e-7
ZNF502,9.287760558470855e-6
ATP23,3.7259556289191195e-5
FAAP24,1.7737246731825238e-5
ISX,1.026001929394364e-6
CHURC1,2.0849568397059403e-6
ZNF765,1.0763220123834298e-6
ZNF845,1.516969808521913e-6
MIDEAS,2.1380256000952936e-6
LIN52,5.2613630849291736e-5
TTC5,4.509152640620107e-6
ZNF300,1.703887789268274e-6
CCNQ,4.827870848412522e-6
INTS4,7.026668434029052e-6
ZNF461,1.0763220123834298e-6
ZNF585B,1.516969808521913e-6
METTL18,5.610976658308825e-5
FANK1,3.3637327747540094e-6
ZNF764,4.172707165380685e-6
DTD1,6.156912418913577e-5
H2AC25,1.4161572268656686e-5
ZNF276,1.2051326232029113e-5
IMP4,4.0175015439528136e-5
HNRNPLL,2.404669156997033e-6
MARS2,5.5915099474477635e-5
ZBTB47,7.868203231143476e-7
NT5C1B,2.9394508536498173e-5
NAPRT,7.812121296371565e-5
ZNF561,1.0651223838885466e-6
SP140L,7.756206946194643e-7
ZNF670,1.1132498469750916e-6
TADA2B,7.713050994409711e-6
GCNA,1.7734349131059356e-5
ZNF101,9.902536861514675e-7
SNORD46,4.729728801126173e-7
SNORD38A,4.729728801126173e-7
SNORD38B,4.729728801126173e-7
DTD2,1.0923752200928268e-4
GTF3C6,3.745822000288622e-5
GLMP,3.229998568007367e-6
TP53RK,2.129001087436584e-5
MED8,1.4857003411477367e-5
AHNAK2,5.39309489769951e-6
ADAT3,3.844487237256971e-5
ZNF257,1.0651223838885466e-6
ZIM3,1.0763220123834298e-6
TOE1,1.7746406025533042e-5
SNORD15B,4.729728801126173e-7
SNORD73B,4.729728801126173e-7
ESCO1,2.807454469290319e-5
SCAND3,4.884034628364134e-6
PTPMT1,9.288365670239399e-5
ZNF618,1.0623712898102347e-5
CCDC124,1.800124837733572e-6
ZNF554,1.1080382191014244e-6
ZNF689,2.9304528395763325e-6
ZNF501,1.5683378855704777e-6
TENT5B,1.232264490996597e-5
NOSTRIN,1.7237013597916718e-6
DIS3L,3.5106031860167315e-5
ZNF837,1.1005686387866336e-6
TOP1MT,3.0501421376114924e-5
OLIG1,5.810338489679174e-6
MED12L,3.058777578620825e-6
SNORD139,4.729728801126173e-7
SNORD83A,4.729728801126173e-7
SNORD83B,4.729728801126173e-7
TADA1,7.683574492840038e-6
ZNF511,7.091045113618956e-7
POU2AF3,1.090366795440911e-5
RHEBL1,3.656464998855563e-6
ZNF641,1.129418842916367e-6
ASCL4,1.5979042768072193e-6
ALKBH2,8.260226716422784e-5
AK7,2.9480493097147585e-5
MTFMT,1.2921635533542697e-4
TARS3,3.979779203945218e-5
ZC3H18,1.4058097057328949e-5
CDYL2,3.020440160124352e-6
KRBOX5,4.03192365972974e-7
KRBA2,4.164188410847451e-6
ZFP3,9.902536861514675e-7
RN7SK,2.003324420481557e-5
SNHG29,4.729728801126173e-7
ZNF816,1.0651223838885466e-6
ZNF543,1.0763220123834298e-6
ZNF813,1.0651223838885466e-6
ZNF441,9.902536861514675e-7
ZNF491,9.902536861514675e-7
ZNF440,9.902536861514675e-7
ZNF787,8.719017398384476e-7
ZNF573,1.0651223838885466e-6
EID2B,4.619621003060454e-6
ZNF57,9.902536861514675e-7
ZNF792,1.1005686387866336e-6
GABPB2,1.0772320226805634e-6
ZNF684,9.790540576565843e-7
TCEANC2,6.011309741561959e-7
HMGB4,3.216118189205e-6
ZNF648,1.0763220123834298e-6
KLF17,1.1617797836417038e-6
BHLHE23,2.816149454380203e-6
TSHZ2,8.722780943726214e-7
ZNF280A,1.0763220123834298e-6
TYW5,7.187879830692007e-5
NUDT16,4.259871442827203e-4
PPM1M,2.117431055507072e-5
LIN54,1.1395282281107877e-5
NADK2,5.849503656648882e-5
JMY,6.655925447269435e-5
POU5F2,1.1120702556263263e-6
UBLCP1,8.969900226783109e-5
NCOA7,3.79131103816734e-5
ZNF786,1.5281694370167963e-6
SSU72L6,1.85720186001562e-5
KLF14,7.643068444910876e-5
ABRA,7.5535908754398846e-6
NKX2-6,5.9953005293838745e-5
PASD1,3.495237593798563e-5
HDX,1.1120702556263263e-6
PPP4R3C,1.6628002841939267e-5
UPRT,5.36899809646804e-5
FOXR2,9.789987842188546e-7
ZFP92,1.0651223838885466e-6
ACTRT1,2.0408510591177035e-6
SPIN4,4.386655628244437e-6
RNF113B,3.185207990252853e-5
ZNF358,6.885649871213808e-6
ZFP28,1.0651223838885466e-6
MACROD2,4.8165926818552e-5
ZNF280B,1.0651223838885466e-6
SREK1,1.2779635912077738e-6
SSU72L3,1.85720186001562e-5
SPINDOC,6.879290204523398e-6
SPTY2D1,1.8407837272039476e-5
ZNF664,1.0763220123834298e-6
ZSCAN29,1.0763220123834298e-6
ZNF597,1.5281694370167963e-6
ZNF785,9.902536861514675e-7
ZNF688,7.091045113618956e-7
B3GNTL1,5.4676584889362274e-5
SLFN13,1.0310465052337473e-5
ARK2N,1.2161931507043108e-5
ZNF480,1.157851808841e-6
ZNF534,1.0763220123834298e-6
ZNF578,1.0858758326403968e-6
ZNF418,5.8771620982697315e-6
ZNF417,1.0763220123834298e-6
ZNF548,1.0651223838885466e-6
PPM1N,1.275998665436401e-5
ZNF560,9.790540576565843e-7
ZNF524,1.038793631545421e-6
ZNF563,9.902536861514675e-7
ZNF420,1.136471185026057e-6
ZNF565,1.0651223838885466e-6
ZNF542P,6.979048828670124e-7
ZNF582,9.902536861514675e-7
ZNF583,1.0651223838885466e-6
ZNF599,9.902536861514675e-7
ZNF558,9.902536861514675e-7
ZNF98,1.0651223838885466e-6
ZNF714,1.0651223838885466e-6
ZNF681,1.0651223838885466e-6
ZNF555,9.902536861514675e-7
ZNF569,1.0763220123834298e-6
ZNF570,1.0651223838885466e-6
CIART,8.65077514720827e-6
ZNF362,1.0275940030505377e-6
COMMD7,5.102247240356166e-6
CCDC117,2.275899128705588e-6
DUSP18,2.5360036332436535e-5
SMYD1,2.4861371503646156e-5
MSL3B,1.5906197664068025e-5
UPP2,2.8598727815281645e-4
NFXL1,1.1775331796930554e-6
ZNF595,1.0763220123834298e-6
SRFBP1,4.8400356649221834e-6
SNRNP48,2.9140041413790693e-6
ZNF425,1.307244193325917e-6
RBM33,1.2775834402486662e-5
AK8,3.654352533172391e-5
ZNF483,1.0651223838885466e-6
ZNF782,1.516969808521913e-6
ZXDB,8.6284527125081e-7
RHOXF1,4.388328190672507e-6
SLC5A8,4.2128927377905925e-4
PPTC7,5.62007057687034e-5
MAPDA,1.5039974930653127e-4
EXD1,2.6161469529684358e-5
ZFP1,1.0763220123834298e-6
ZNF519,1.0651223838885466e-6
ZNF836,1.516969808521913e-6
ZNF610,1.0651223838885466e-6
ZNF600,1.5281694370167963e-6
ZNF320,1.0763220123834298e-6
ZNF497,1.038793631545421e-6
ZNF550,9.902536861514675e-7
DEDD2,1.2518279875391472e-5
ZNF846,9.902536861514675e-7
ZNF579,9.79215791887666e-7
ZNF791,9.902536861514675e-7
ZNF564,1.038793631545421e-6
ZNF709,9.790540576565843e-7
ZNF433,9.902536861514675e-7
ZNF114,1.2389926034591055e-6
ZNF567,1.038793631545421e-6
ZNF383,1.4411067933553725e-6
ZNF781,6.979048828670124e-7
ZNF780B,1.516969808521913e-6
ZNF676,1.0651223838885466e-6
ZNF100,1.0763220123834298e-6
ZNF540,4.949647578444318e-6
CITED4,2.0126236993362315e-6
ZNF92,1.180074597925399e-6
ZNF679,1.0763220123834298e-6
GIMAP7,5.714279773096418e-6
ZNF467,1.0763220123834298e-6
ZNF596,9.902536861514675e-7
ZNF883,1.0763220123834298e-6
ZNF169,9.902536861514675e-7
TENT5D,1.09751283598531e-5
SPIN3,2.591631663920416e-6
SUPT20HL2,5.80070619977349e-6
TCEANC,6.011309741561959e-7
SSBP4,1.286121445704646e-6
COMMD6,3.7025062468249073e-6
ZNF721,1.516969808521913e-6
ZNF384,1.516969808521913e-6
AGO3,5.8350672479761535e-5
ZNF367,1.1252715565311737e-6
SSU72L5,1.85720186001562e-5
ZFC3H1,7.592313095764302e-6
MYRFL,3.248341865329802e-6
ADCY4,2.60294876899643e-5
ZNF778,9.902536861514675e-7
ZNF48,1.5524160634200001e-6
ZNF627,9.902536861514675e-7
ZNF585A,1.516969808521913e-6
ZNF626,1.0651223838885466e-6
NUDT17,6.032145795509645e-5
FOXD4L1,1.1806048267705458e-6
TET3,7.583999516139005e-5
ZBTB7C,2.839963333829679e-6
ZNF584,1.0651223838885466e-6
INTS6L,7.476638607201003e-6
GSX1,1.8244734340945603e-5
MED19,1.3258602545057486e-5
ZNF25,9.902536861514675e-7
RTKN2,5.290217303145368e-6
ZNF438,1.146992402867947e-6
ZNF485,1.5281694370167963e-6
JMJD1C,1.5824049887871164e-5
AK9,2.113688636756688e-4
BEND6,4.590967067078722e-6
OARD1,1.4282207478673355e-4
ZBTB9,1.1005686387866336e-6
ZSCAN25,1.0763220123834298e-6
POLR1F,1.8307060767842197e-5
LRWD1,3.0481303203947862e-5
ZSCAN23,1.0763220123834298e-6
VGLL2,2.2807050489573625e-6
CTAG1A,3.0699514051604776e-6
RNASEH1,2.2122087933058132e-5
POLR2J2,5.544509325536933e-6
ZNF396,1.688827953665369e-6
NEIL2,4.960313551835968e-5
ZBTB38,4.646650881495603e-6
ZNF620,9.902536861514675e-7
EBF3,1.3714480479782947e-6
KCTD13,1.340272821878015e-5
LCORL,3.4900029900909083e-6
REXO1L1P,6.926136710614809e-6
ZNF718,1.0651223838885466e-6
ZNF549,1.0763220123834298e-6
NUDT14,3.754109599181421e-5
SCML4,1.0854980774006986e-6
BCLAF3,2.4761993218589965e-6
BOD1L1,7.911054424726234e-6
MAGI3,2.495138768392105e-5
ATP5MGL,1.3689129954991606e-5
SSX6P,5.09430977714809e-7
SSX7,5.609435432417527e-7
SSX8P,5.09430977714809e-7
SSX9P,5.09430977714809e-7
ZNF311,1.0651223838885466e-6
MKX,1.388819906488803e-6
RCOR2,2.1391343352714776e-6
ZNF740,1.1617797836417038e-6
NME2P1,5.0918821502068576e-5
GATC,6.15202437239185e-5
PROX2,1.2269983332613915e-6
SNHG10,1.1332969803738713e-6
CAVIN1,3.886964907328514e-5
ENDOV,1.2417315124539642e-5
KCTD1,1.9468175548148047e-6
ZNF547,1.0763220123834298e-6
ZIK1,1.0763220123834298e-6
ZNF776,1.0763220123834298e-6
ZSCAN1,1.1617797836417038e-6
ZNF780A,1.0763220123834298e-6
ZNF575,1.0763220123834298e-6
ZNF283,1.0651223838885466e-6
MAMSTR,8.064773902089856e-6
ZNF615,1.516969808521913e-6
ZNF841,1.516969808521913e-6
ZNF763,1.038793631545421e-6
ZNF844,9.902536861514675e-7
ZFP82,1.0651223838885466e-6
NWD1,2.42088178183622e-6
ZNF493,1.5281694370167963e-6
ZNF875,1.0828066431985537e-6
ZNF326,3.182112216773016e-5
DUSP28,1.2047196627034402e-5
ZNF619,9.790540576565843e-7
ZNF621,1.0763220123834298e-6
ZNF852,1.0651223838885466e-6
ZNF660,1.038793631545421e-6
DTWD2,7.545421590838054e-5
SREK1IP1,6.835998255651263e-7
ZNF454,1.0651223838885466e-6
RGMB,3.8129980534612312e-6
ZNF775,1.0763220123834298e-6
ZNF789,1.136471185026057e-6
ZNF707,1.038793631545421e-6
SCAI,6.568367811428234e-6
PAXX,2.8413682097178534e-5
FOXD4L3,1.1806048267705458e-6
LIN9,1.8491322115211161e-6
DDX51,8.209426308656311e-6
SNORD8,4.729728801126173e-7
SNORD56B,4.729728801126173e-7
PPM1J,1.9467393448614622e-5
SNORD108,4.729728801126173e-7
SNORD109A,4.729728801126173e-7
SNORD115-1,4.729728801126173e-7
MSL1,1.3522096440224373e-5
ZNF181,1.0651223838885466e-6
ZNF260,1.157851808841e-6
ZNF546,1.0651223838885466e-6
TFAP2E,1.6430936967242e-6
ZNF678,1.0651223838885466e-6
ZFP69,1.1583587978029529e-6
FAM170A,1.1635612875119984e-6
ZNF680,1.0651223838885466e-6
ZNF517,9.790540576565843e-7
POU2AF2,1.0946849526988259e-5
ZNF774,1.0763220123834298e-6
ZKSCAN2,1.0651223838885466e-6
SLFN14,4.932319664741144e-5
ZNF850,1.516969808521913e-6
LEUTX,1.1722194282689536e-6
ZNF404,9.902536861514675e-7
ZNF284,1.0651223838885466e-6
ZNF677,1.0651223838885466e-6
ZSCAN5B,1.0763220123834298e-6
ZSCAN22,1.0763220123834298e-6
PRAMEF5,4.293406605002645e-6
PRAMEF9,4.508857528571295e-6
PRAMEF10,4.320319928466676e-6
ZNF892,1.0651223838885466e-6
EVX2,2.3232530399804324e-6
PRORSD1P,1.1642464634254683e-5
ZNF860,1.0763220123834298e-6
MSANTD1,8.371822339955484e-7
ZNF879,1.0651223838885466e-6
ZNF391,9.790540576565843e-7
MACC1,2.422940567651635e-6
CAVIN4,4.812050411737743e-6
ZNF81,1.0651223838885466e-6
SNORD64,4.729728801126173e-7
NME9,5.264728972963567e-5
PWAR4,4.729728801126173e-7
PWARSN,4.729728801126173e-7
ZNF530,1.0651223838885466e-6
TPRXL,1.279605265285163e-5
ZNF713,1.0651223838885466e-6
FOXD4L4,1.1806048267705458e-6
NMNAT3,4.177632174894101e-5
ZNF429,1.0651223838885466e-6
ZNF445,3.0027388386869377e-5
ZNF233,6.979048828670124e-7
ZBTB41,1.0651223838885466e-6
NANOGNB,6.883827857660782e-7
FAM111B,7.996142917681717e-7
ZNF710,1.038793631545421e-6
ZNF699,1.0763220123834298e-6
ZNF829,1.0763220123834298e-6
ZNF773,1.0763220123834298e-6
AGRN,1.3130630373651205e-4
ZC3H6,9.724501492167764e-7
ENTPD8,3.698444415272094e-5
ZKSCAN4,1.160717811429261e-6
SUMO4,1.9395916644282667e-5
TBPL2,6.0155652016526625e-6
RASL11A,5.796201600902638e-6
SKIDA1,4.792596914103319e-7
NANOGP8,3.934363164639464e-6
ZNF788P,5.09430977714809e-7
ZNF728,1.0651223838885466e-6
ZNF790,1.0651223838885466e-6
ZNF808,2.314575551878682e-6
ZNF888,1.0651223838885466e-6
ZNF761,1.0651223838885466e-6
ZNF470,1.1832053758326949e-6
ZNF749,9.790540576565843e-7
ZNF324B,1.0651223838885466e-6
ZNF662,1.038793631545421e-6
VGLL3,6.011309741561959e-7
LIN28B,9.044867623958465e-5
GTF2IRD2B,7.371107950989702e-7
RBM12B,1.0345401798871998e-6
NKX1-2,1.1385240212644373e-6
SSU72L2,1.85720186001562e-5
SSU72L1,1.85720186001562e-5
BSX,1.1576573410273923e-5
ONECUT3,1.6698738660810883e-6
ZNF793,1.0763220123834298e-6
ERFL,7.949193297582559e-7
ZNF818P,6.979048828670124e-7
ZNF805,1.0651223838885466e-6
PRAMEF12,4.293406605002645e-6
PRAMEF8,4.293406605002645e-6
PRAMEF18,4.293406605002645e-6
PRAMEF17,4.293406605002645e-6
TAF11L2,8.11803997324041e-6
TAF11L4,8.11803997324041e-6
TAF11L6,8.11803997324041e-6
MEX3D,2.437258504559942e-5
FOXI2,1.1694051982756624e-6
MED11,1.4531843500090468e-5
ZNF880,1.0651223838885466e-6
ZNF772,1.0763220123834298e-6
PRAMEF4,4.293406605002645e-6
PRAMEF13,4.293406605002645e-6
ZNF658B,1.516969808521913e-6
ZNF833P,6.622466607491924e-7
APOBEC4,4.979810548588181e-7
HOXB-AS3,5.276589058166446e-5
YY2,2.7297928360907913e-6
NANOGP1,1.575997505099101e-6
MIR130B,3.489854718755351e-5
MIR191,4.72005199251182e-6
MIR211,4.5439069157710994e-06
ZNF705A,1.0645118289148583e-6
DDX12P,1.0611438225387224e-5
DBX2,8.22568566357244e-7
HSBP1L1,2.2061583565550925e-5
ZNF506,1.1685734374613486e-6
ZNF724,1.0651223838885466e-6
PRAMEF11,4.293406605002645e-6
PRAMEF6,4.5708881079952e-6
ETV3L,8.061189582531391e-7
ZNF716,1.0651223838885466e-6
TYW1B,5.8683732906703846e-5
SSU72L4,1.85720186001562e-5
PRAMEF7,4.293406605002645e-6
PRAMEF25,4.293406605002645e-6
ZNF727,1.0651223838885466e-6
FOXB2,1.1694051982756624e-6
MIR151A,4.975206921265248e-6
MIR340,6.7629178052124225e-6
SPIN2B,2.6695916238276605e-6
H2AB2,4.991655096151941e-6
H2AB1,4.991655096151941e-6
MIR423,4.744337222931664e-6
ARGFX,1.100870627131443e-6
TPRX2,1.3085554342120712e-5
DPRX,1.100870627131443e-6
