Gene,MF.score
DHODH,2.565585401166153e-4
DLG2,1.020794619036173e-4
DNASE1L1,2.086712461264351e-5
DNTT,5.9418237320141145e-5
DPYS,2.860125921117416e-4
DPYSL2,4.918304710830562e-6
ARID3A,1.628039699765429e-6
DTYMK,3.9527709246947704e-4
DUT,3.215580013661614e-4
E2F5,2.3917518265476907e-6
EBF1,1.1617797836417038e-6
PHC1,1.9045564392814146e-5
EGR4,1.7795462246873444e-6
EIF5A,7.195705260005775e-5
ELAVL2,8.140653034643275e-7
ELF2,1.552922400079758e-6
ELF5,9.565030057092214e-7
EN2,7.953332796097619e-6
ERG,2.080627389658938e-6
ERH,1.1361406702146882e-5
ESRRA,1.1086519102651166e-5
ETV4,1.1959885101851092e-5
EWSR1,1.2802386103736054e-6
FANCE,5.7947029589751845e-6
FANCF,5.611120261424814e-6
FARSA,6.200131654857165e-5
FHIT,2.9604422324132666e-4
FKBP2,1.784719813100671e-5
FKBP3,1.678516015490526e-5
FKBP5,2.0112494888442275e-5
FOXD4,3.7108475529552683e-6
FOXI1,6.302349412110993e-6
FOXD2,1.632452251403912e-6
FOXO3B,1.1935227960997233e-6
GABPB1,1.6896108867372534e-6
GLI4,1.0763220123834298e-6
GLRX,2.4240722006173298e-5
GMDS,1.1736786839993471e-4
GMPR,8.243972965281694e-5
GNAI3,3.2604689665510297e-5
GOLGB1,3.100050368378996e-5
GSC2,1.153515189048484e-6
GTF2A1,3.518884547574831e-5
GTF2A2,2.751993562517618e-5
GTF2E1,3.0214682963394876e-5
GTF2E2,5.088010214455636e-5
GTF2F1,6.927943540444347e-5
GTF2F2,3.779316078400884e-5
GTF2H3,3.7207316624039736e-5
GTF2H4,3.617281644515008e-5
GTF3A,9.780939250077621e-6
BRF1,7.276223731528978e-5
GTF3C1,4.374795162768368e-5
GTF3C2,3.74002861835847e-5
GUCY1A2,6.8208971098267e-5
GUCY2C,3.696879994529414e-5
GUK1,3.255277625620445e-4
H2AZ1,1.2581928966762315e-5
HARS1,5.662956514522336e-5
HINT1,3.6219024875674274e-5
HIVEP2,1.136471185026057e-6
HLF,3.768977618183784e-6
HMGA1,6.124111645659265e-5
HNF4G,4.678826704723326e-6
HNRNPH2,1.6908048940885932e-6
TLX1,1.6037964759418568e-6
HOXC12,8.221922118230701e-7
HSPA5,2.380623244257023e-4
FOXN2,2.7392433430258347e-6
SP110,8.357698672620918e-7
ILF2,5.213157382353545e-6
IMPDH1,5.616606642851318e-5
ITPA,3.122076301459784e-4
AFF3,1.6914264435517307e-5
LMO2,3.7407296645839725e-6
LMO7,2.8907735579396806e-6
MARS1,8.188437703607122e-5
BORCS8-MEF2B,2.6512920471540405e-6
MGMT,6.93650109378322e-5
MLLT1,6.877562452792224e-6
NR3C2,1.7090704318589315e-5
MPG,3.6830071855869964e-4
MUC1,3.2739084861151065e-5
MUTYH,1.9906129024764726e-4
MYCL,2.2087833885730524e-5
MYT1,1.153212502365604e-6
NAP1L1,7.014447381435398e-6
NARS1,6.081739074413169e-5
NEDD8,1.3947509397081266e-5
NFE2,1.12853143193527e-5
NFYA,1.1730325199745138e-5
NFYB,1.3221432892774444e-5
NFYC,1.2263884871759697e-5
NHLH1,1.7638108738778005e-6
NKTR,1.104018779697574e-5
NME1,6.515917527233373e-5
NME3,5.410355960099297e-5
NME4,6.0086180035551144e-5
NRF1,1.8361073228806023e-6
NTHL1,1.0437482542109485e-4
ORC5,1.8994077439701805e-5
PA2G4,5.607846678146704e-6
PABPC3,9.095159409993865e-6
PAX7,6.808962641055471e-6
PAX9,1.0976275499979434e-5
PCBP1,9.213567099108485e-6
PDE1A,6.05135336459522e-5
PDE4C,2.7162498763335773e-5
PDE7A,2.69909885864641e-5
GATB,5.882160505573901e-5
PIN4,3.345939281232309e-5
PLAGL2,2.1951058655997066e-5
PMS1,3.241726622881217e-5
PMS2P1,1.2431677255630051e-5
PMS2P5,1.2282217027835092e-5
PMS2P3,1.2536776121149782e-5
POLR2C,5.565889949351876e-6
POLR2D,7.765579963658178e-6
POLR2E,4.4301399616854806e-5
POLR2F,2.2202643910380123e-5
POLR2H,1.3869302654200959e-5
POLR2J,1.605419436493714e-5
POLR2K,1.4594305515784737e-5
POLR2L,3.063487572109698e-5
POU2F1,9.466357461020023e-6
POU3F1,1.0452293779798053e-5
POU5F1B,1.2112044438006787e-6
PPAT,1.3057433031302273e-4
PPIC,1.1148765129473074e-5
PPM1G,1.4374033664298501e-5
PPP1R8,5.722429375786286e-5
PPP2R5B,3.8985947152420995e-5
PPP3CC,8.386745632797836e-5
PRIM1,2.9678633114683024e-5
PRIM2,4.1202800476539704e-5
PSMA6,1.7539166565085918e-5
PSMC3,8.209594242369241e-5
PSMC5,4.4209324258184664e-5
PSMC6,6.338604006725661e-5
PTMA,1.5880863144758428e-6
RAD23A,2.201242991460532e-5
RARS1,5.286336295149466e-5
RBBP5,1.6603716302746755e-5
RBMS1,8.755628763405208e-6
RBMS2,8.068042112457028e-6
RFC2,2.901422662161743e-5
RFC4,4.953539673316288e-5
RFC5,2.901422662161743e-5
RFX4,7.3279397324462994e-6
RFXAP,1.0103278504048021e-5
RLF,2.244511099223224e-5
RNASEL,1.9185763961035377e-5
SNORA63,7.58523684995865e-6
SNORA62,7.58523684995865e-6
ABCE1,1.2285553139778418e-4
SNORD15A,4.729728801126173e-7
SNORA73A,7.636749415485593e-6
SNORD20,4.729728801126173e-7
SNORD21,4.729728801126173e-7
RXRG,1.7883036492231476e-5
S100A11,1.6989759114867994e-5
SAFB,8.458756243386194e-6
SCML1,1.0854980774006986e-6
SET,1.1864498611859233e-5
SIAH2,1.2389104668642475e-5
SMARCA1,6.93719527737558e-5
HLTF,7.786367929947742e-6
SUMO2,2.3010185785940653e-5
SNAPC1,3.4640466500730515e-5
SNAPC2,6.101552561074941e-6
SNAPC3,8.003701375798827e-5
SNAPC4,5.5718401221350066e-5
SP4,1.2675562065024776e-6
SPIB,1.611124894649654e-6
SSRP1,2.2991554858507526e-5
SSX2,5.609435432417527e-7
SSX5,5.609435432417527e-7
SSX4,5.609435432417527e-7
MED22,1.3268156365314454e-5
TADA2A,2.5948571242442122e-5
TAF5,2.1477783631086898e-5
TAF6,5.920797005731111e-5
TAF11,2.7158033377680448e-5
TAF12,2.536643008397555e-5
TAF13,1.6287762495655718e-5
TAL2,7.302800160601181e-6
TARS1,4.073700270060025e-5
TCEA1,5.438781236222535e-6
TCEA2,3.303307650158066e-6
TCEA3,1.5603718297027855e-6
ELOC,4.7834068702947814e-5
ELOB,7.48986975899148e-5
ELOA,1.2998085592845359e-5
TCF4,5.3306880316835806e-5
TCF20,1.0809080849646026e-6
TEAD3,1.879513173875955e-5
TEF,1.7883734332248428e-6
TFCP2,3.747220982602684e-6
TFDP2,2.993973386266515e-6
TK2,2.0446890700380452e-4
TLE1,1.434283090372872e-5
TLE2,3.3500857985760746e-6
TOP1,5.486381125818071e-5
TPMT,5.890429970409271e-5
TRAF1,1.2883191416550901e-5
TRAF5,3.667536497364873e-5
TSN,1.358875329718137e-5
TTF1,1.8531306907730616e-5
TTR,7.64080551698342e-6
UCK2,1.4901688101239577e-4
UMPS,2.253473187646459e-4
UPP1,3.791358616598009e-4
VARS1,6.644416109417335e-5
NELFA,2.09337177605429e-5
ZFP37,1.0828066431985537e-6
ZFPL1,8.848553584974976e-7
ZFY,1.7086695359832974e-6
ZIC1,2.1330611641493022e-5
ZNF2,5.566544795303206e-7
ZNF711,1.4118433336222466e-6
ZNF7,1.0651223838885466e-6
ZNF10,1.0011206231056612e-6
ZNF12,1.5900836020930117e-6
ZNF14,9.790540576565843e-7
ZNF708,6.396408736766901e-7
ZNF17,1.0763220123834298e-6
ZNF18,1.0763220123834298e-6
ZNF19,9.902536861514675e-7
ZNF20,9.902536861514675e-7
ZNF182,1.0651223838885466e-6
ZNF22,1.3374713131543602e-6
ZNF23,1.0763220123834298e-6
ZNF24,2.8509652652072414e-6
ZNF28,1.0651223838885466e-6
ZSCAN20,1.0763220123834298e-6
ZNF32,1.0763220123834298e-6
ZNF33A,1.516969808521913e-6
ZNF33B,1.5281694370167963e-6
ZKSCAN1,1.0763220123834298e-6
ZNF37A,1.0651223838885466e-6
ZNF43,1.516969808521913e-6
ZNF45,7.580540555096398e-7
ZNF66,1.0651223838885466e-6
ZNF726P1,1.0651223838885466e-6
ZNF69,1.0145003125546713e-6
ZNF70,2.5017484516688002e-5
ZNF74,1.289526222156241e-6
ZNF75D,1.1688749694305158e-6
ZNF75A,9.902536861514675e-7
ZNF76,3.8099112963910637e-6
ZNF79,9.902536861514675e-7
ZNF80,9.902536861514675e-7
ZNF221,1.0763220123834298e-6
ZNF90,1.1688749694305158e-6
ZNF99,1.516969808521913e-6
ZNF222,6.979048828670124e-7
ZNF121,1.0763220123834298e-6
ZNF124,9.902536861514675e-7
ZNF132,1.0651223838885466e-6
ZNF138,1.0763220123834298e-6
ZNF142,9.790540576565843e-7
ZNF143,3.565155697632814e-5
ZNF146,1.9882457578986708e-6
ZNF154,1.0651223838885466e-6
ZNF155,7.091045113618956e-7
ZNF165,1.0763220123834298e-6
ZNF180,9.902536861514675e-7
ZNF184,1.1688749694305158e-6
ZSCAN26,1.157851808841e-6
ZNF189,1.0651223838885466e-6
ZKSCAN8,1.0763220123834298e-6
ZSCAN9,1.0763220123834298e-6
ZNF195,1.1688749694305158e-6
ZMYM2,4.505519506417986e-6
ZNF208,1.620722394063882e-6
ZNF213,1.0763220123834298e-6
ZNF214,8.016574684089816e-7
ZNF215,1.0651223838885466e-6
ZNF223,7.091045113618956e-7
ZNF225,1.5281694370167963e-6
ZNF226,1.516969808521913e-6
ZNF227,1.5281694370167963e-6
ZNF112,1.516969808521913e-6
ZNF229,1.5281694370167963e-6
ZNF230,7.091045113618956e-7
ZNF232,1.157851808841e-6
ZXDA,4.77297305396609e-6
DEK,2.0661246943928648e-5
MLLT10,1.9755754464678195e-6
MLF2,7.187524346420338e-7
PWAR5,4.729728801126173e-7
TAF15,6.069267739882906e-6
SYMPK,1.4070763015014458e-5
NCOA3,1.1384080786723778e-4
CHAF1B,2.69233999791061e-5
PUDP,4.912130543092536e-5
KDM5C,2.5080962519683264e-5
LAGE3,1.3379170307325714e-5
CMAHP,6.428102918825587e-5
ZNF282,1.1564256563977029e-6
DUSP11,2.77560041086131e-5
TTF2,8.63896547822646e-6
SUPT3H,1.2525048755869525e-5
KCNAB2,1.043877874734067e-4
YARS1,7.687174374940674e-5
RRP1,5.217643478528762e-6
STK16,1.1315404678195206e-5
ASMTL,8.210205010066753e-5
RFXANK,1.1486398459691335e-5
RTCA,2.1624262467388427e-4
DYNLL1,1.355994560159802e-4
PABPC4,1.2346158562169642e-5
CREG1,1.3065593258765943e-5
TRIM24,4.82356310949724e-5
GMPS,1.3404978431293517e-4
FUBP1,1.3451390001144194e-6
MBD4,8.880552419083748e-5
FUBP3,6.723185324957842e-6
TOP3B,1.0108289917782304e-4
SNORD73A,4.729728801126173e-7
USP13,8.355714891625852e-5
TAF1A,1.8996810873362172e-5
BTAF1,3.051010763797918e-5
AIP,7.508008497174846e-5
PIAS2,2.0235952563169712e-5
ASH2L,1.8179217307817333e-5
RRP9,2.6475550134262824e-5
ZBED1,6.894443036683532e-5
LRRFIP2,3.658335819392574e-6
VAPB,1.1753191519798723e-4
CCPG1,1.1209383518064012e-6
GCM2,1.7385286475390136e-5
ZBTB22,1.1617797836417038e-6
MED14,1.8581504109732565e-5
SRSF11,9.745719195730011e-7
SNORD29,4.729728801126173e-7
SNORD31,4.729728801126173e-7
SNORD30,4.729728801126173e-7
SNORD28,4.729728801126173e-7
SNORD27,4.729728801126173e-7
SNORD26,4.729728801126173e-7
SNORD22,4.729728801126173e-7
ZNF235,6.979048828670124e-7
TRIP4,7.087455849184492e-5
GTF3C5,1.1120596231323992e-4
GTF3C4,9.104381551742101e-5
GTF3C3,3.8113060337217806e-5
PPIG,1.2132387707093133e-5
PPT2,2.2733196908182272e-5
CIAO1,2.6279954661744548e-5
TGFBRAP1,2.452052360472536e-5
ZRANB2,2.0799562173495225e-6
ZNF264,1.0763220123834298e-6
MED17,2.1572438683190217e-5
MED26,1.3489870664732852e-5
MED27,1.6042959161943867e-5
MED7,1.6021876997123117e-5
FHL5,2.758661519092013e-6
MED20,2.2524371151638574e-5
SLC4A7,4.865860095342357e-5
FXR2,6.757000625775272e-5
POLR1C,1.7679047820580023e-5
TP53I3,2.900112805042673e-5
ATP5MJ,1.2195237491419972e-5
CHD1L,3.359571093134466e-5
ENTPD4,1.6184091048316936e-4
CREB5,5.53898856087891e-6
IER2,1.5714987975407794e-6
VPS9D1,8.28251072864358e-6
ZNF592,1.562385200756213e-5
ST18,9.367803748755201e-6
ZNF646,1.0763220123834298e-6
ZSCAN12,1.0763220123834298e-6
KMT2B,2.7352606390941778e-5
BCLAF1,7.965368361626257e-6
RNF40,1.8619224585800683e-5
TSC22D2,1.2989741898548515e-6
ZNF623,1.0763220123834298e-6
ZNF518A,7.964581626070757e-7
MED24,1.9047785033098846e-5
TOX4,1.261623017007887e-5
ZBED4,2.3814100570033243e-6
SUPT7L,1.2824093793450442e-5
DCLRE1A,3.381448201131801e-5
EXOG,2.031486024614691e-5
MED13,2.964062668807361e-5
THOC1,2.5888022769735716e-5
HNRNPDL,1.139405277990492e-5
DMTF1,1.0969426523307392e-6
CASP8AP2,3.3092107897054593e-5
MED6,1.760627556807392e-5
SRA1,2.931643131187151e-5
MED16,1.9057053798335074e-5
CHAF1A,3.4754184766396586e-5
FARSB,6.139861645213963e-5
PDCD7,3.688518460046766e-6
TSFM,2.2108533417796518e-5
NAMPT,9.322969733164749e-5
RBM12,1.0345401798871998e-6
YAF2,1.8245319675195637e-6
SUGP2,8.32234699971225e-7
MBNL2,1.3070960761591667e-6
CEBPZ,1.1238128432158788e-5
ZNF197,1.516969808521913e-6
ZNF256,1.383758699300912e-6
USPL1,3.646158133081293e-5
SSX3,5.609435432417527e-7
ZNF443,1.0570140175638287e-6
DENND4A,1.0647743537339666e-5
SNAPC5,2.474899200717292e-5
APBB3,7.915486110862207e-6
ZNF267,1.516969808521913e-6
PCGF3,4.237038825394849e-5
NPM3,2.9806994545021593e-6
SCML2,2.15921901826626e-6
MIR9-1HG,7.99681958609795e-7
CARM1,1.3765292812957205e-4
ZNF211,1.0651223838885466e-6
CHERP,1.851531649191294e-5
NOP56,3.2398449064208023e-5
RNASEH2A,3.9638578108875355e-5
ERN2,4.632347641385311e-5
PAICS,1.8190184196221777e-4
ARID3B,9.470019188971862e-7
IVNS1ABP,9.79694583341981e-6
TAF6L,4.565837002492531e-5
FARS2,3.298493846290711e-5
GMEB1,5.0109591990735076e-5
NFAT5,2.437165281039659e-5
ZNF234,6.979048828670124e-7
ZNF266,9.902536861514675e-7
ZNF273,1.0763220123834298e-6
ZNF460,1.0763220123834298e-6
UTP14A,2.4453171268088976e-6
ZNF275,1.0763220123834298e-6
CLPX,8.920660560324718e-5
PDE10A,1.0789220634586846e-4
SRCAP,1.6090129566121632e-5
POLR1G,1.981024327234073e-5
WDR3,1.541497193365214e-5
CPSF4,4.655580638989345e-6
PAPOLA,3.5534449959225284e-5
SPIN1,2.8988758906429657e-5
APOBEC2,2.3665824753858617e-5
MSL3,2.037731213911153e-5
CBX1,2.8520424226022466e-5
EBNA1BP2,5.6656629483965254e-6
YWHAQ,8.09541546353805e-6
ASCC3,3.176567248230579e-5
ADIRF,2.455225603279545e-6
ADRM1,2.4165072672952654e-5
CPSF6,1.3556127193828583e-4
DDX52,9.562578933396176e-6
WWP1,4.830227803544583e-6
DUSP14,1.8428804177654274e-5
DIDO1,1.1021817305784962e-6
KRR1,3.440541650835342e-6
PRDM7,8.441127459768813e-6
PRDM4,6.478728662890064e-6
FAF1,6.085758852210075e-5
CLASRP,7.340494597483031e-7
PWP1,4.559601656279766e-5
BAZ1A,5.559044107877078e-5
SUPT16H,2.3251144924340498e-5
TREX2,2.704163066513947e-5
PMF1,2.7661335302902043e-5
SP140,1.8132754425727795e-6
DUSP12,1.4462896310016572e-5
SNF8,5.994340640390719e-5
ATXN2L,3.523871962397232e-6
RBPJL,1.801714088519562e-6
FKBP9,8.133713831891558e-6
CBX3,5.1544394490246926e-5
IKZF2,1.038793631545421e-6
ZNF652,7.868203231143476e-7
ZFP30,1.0651223838885466e-6
ZNF507,9.253626457750529e-7
ADNP2,9.520401111388862e-7
ZNF510,7.399624725016444e-7
ENPP4,6.0582418426693586e-5
MLXIP,2.4495179879768045e-6
ABLIM3,1.341483981855013e-5
BAHD1,5.76965857241524e-6
CEP164,8.006612359214073e-6
HABP4,6.007452974606984e-5
ELL2,1.1968271318062135e-5
KIN,2.0402849721207787e-6
SCMH1,1.968847406605066e-6
PDCD11,4.272851866271437e-6
KDM2A,3.725344292680679e-5
PHLPP2,1.8952983760832393e-5
ZNF292,1.2274681192528306e-6
PDS5B,3.82421692750168e-6
ZSWIM8,4.65303563014366e-5
NCOA6,1.625632748474259e-5
CAND2,2.8129891530178266e-5
RRP1B,2.45985654742326e-5
PPRC1,1.6141526707432201e-6
ERC1,4.500509046295387e-5
ZC3H13,8.155264221840581e-6
ZBTB43,1.8166394310888593e-5
DDN,8.792474939212551e-6
ZC3H3,2.2140809024943878e-5
LARP4B,2.2697801643715076e-5
FAM168A,4.264252989693629e-5
ZC3H4,9.436595963164317e-5
PDS5A,6.843092558592041e-6
RPRD2,1.6005212788544428e-5
ZC3H7B,4.593659087327735e-6
CSTF2T,6.187573809326658e-6
ATMIN,2.049864880928203e-5
U2SURP,3.628992782827544e-6
ZNF629,1.5281694370167963e-6
LARP1,8.737036602689064e-5
ICE1,3.5036825744237325e-5
MED13L,2.1965551869654805e-6
LARS2,6.726138072429186e-5
ITGB3BP,2.054199720936536e-5
HARS2,5.600262395385509e-5
ATP1B4,8.891736386842358e-6
PHF3,6.396408736766901e-7
TGDS,5.118510051827181e-5
BICRAL,9.574614778348861e-6
ADAT1,6.226183972070277e-5
WBP2,3.852639794743138e-5
SMUG1,1.4592496874505574e-4
CARHSP1,1.6403757505802163e-5
ORC6,1.4896240414189178e-5
ORC3,7.200365817483455e-5
ACOT9,2.3665224233360468e-5
ZIM2,8.53044527818308e-7
SSBP2,1.295675265961613e-6
SNHG1,4.729728801126173e-7
POLA2,3.0747470206451014e-5
ZKSCAN5,1.180074597925399e-6
ZNF318,1.6792708044648105e-6
CBY1,1.347008338610996e-5
CIZ1,5.14128802921813e-5
SNORD82,4.729728801126173e-7
POU2F3,8.775886756411511e-6
ZNF473,1.4559179100706128e-5
IFFO1,3.988955440371958e-5
NELFB,2.301484607232993e-5
ZNF521,2.70555962312028e-6
NOL11,3.3206127898525484e-5
NUDT13,8.884093572352161e-5
VIRMA,9.476904308169858e-6
PARS2,5.5915099474477635e-5
REXO2,1.7348178879368373e-5
ZZZ3,2.6098113386596207e-5
RPAP1,2.0415522208021524e-06
PTCD1,9.927038144194104e-6
SETBP1,8.37937593511136e-6
ZNF500,1.0763220123834298e-6
EDRF1,7.706118075783438e-7
SERBP1,4.5211486184684415e-5
ZNF658,5.4214241638411435e-6
ZNF337,9.902536861514675e-7
GMEB2,1.2675562065024776e-6
AK5,2.2689089317993696e-4
EHF,1.8589118055929504e-6
INTS6,9.827669626779718e-6
DUX5,9.293445296412069e-7
DUX3,9.293445296412069e-7
DUX1,1.3923915827694568e-6
SNORD12C,4.729728801126173e-7
RNU105C,4.729728801126173e-7
RNU105B,4.729728801126173e-7
SNORA73B,4.729728801126173e-7
SNORD81,4.729728801126173e-7
SNORD79,4.729728801126173e-7
SNORD102,4.729728801126173e-7
SNORD4B,4.729728801126173e-7
SNORD4A,4.729728801126173e-7
SNORD80,4.729728801126173e-7
SNORA72,4.729728801126173e-7
SNORA71B,4.729728801126173e-7
SNORA71A,4.729728801126173e-7
SNORA70,4.729728801126173e-7
SNORA69,4.729728801126173e-7
SNORA68,4.729728801126173e-7
SNORA67,4.729728801126173e-7
SNORA66,4.729728801126173e-7
SNORA65,4.729728801126173e-7
SNORA64,5.244854456395611e-7
SNORD63,4.729728801126173e-7
SNORD62A,4.729728801126173e-7
SNORD61,4.729728801126173e-7
SNORD60,4.729728801126173e-7
SNORD59A,4.729728801126173e-7
SNORD58B,4.729728801126173e-7
SNORD58A,4.729728801126173e-7
SNORD57,4.729728801126173e-7
SNORD56,4.729728801126173e-7
SNORD54,4.729728801126173e-7
SNORD53,4.729728801126173e-7
SNORD52,4.729728801126173e-7
SNORD51,4.729728801126173e-7
SNORD50A,4.729728801126173e-7
SNORD49A,4.729728801126173e-7
SNORD48,4.729728801126173e-7
SNORD47,4.729728801126173e-7
SNORD45B,4.729728801126173e-7
SNORD45A,4.729728801126173e-7
SNORD44,4.729728801126173e-7
SNORD43,4.729728801126173e-7
SNORD42B,4.729728801126173e-7
SNORD41,4.729728801126173e-7
SNORD55,4.729728801126173e-7
SNORD37,4.729728801126173e-7
SNORD36C,4.729728801126173e-7
SNORD36B,4.729728801126173e-7
SNORD36A,4.729728801126173e-7
SNORD35A,4.729728801126173e-7
SNORD34,4.729728801126173e-7
SNORD33,4.729728801126173e-7
SNORD32A,4.729728801126173e-7
SNORD24,4.729728801126173e-7
SNORA74A,7.636749415485593e-6
SNORD14A,4.729728801126173e-7
SNORD3P3,4.729728801126173e-7
SNORD3B-1,4.729728801126173e-7
HBP1,1.6248372771182779e-6
ZNF285,7.091045113618956e-7
DNAJC2,4.707855572245856e-5
USP21,1.4456056095770971e-5
TRMT2A,4.650633272250414e-5
PELP1,1.3871062816440624e-5
TAF5L,1.8867921262779677e-5
ZBTB11,1.1829069168385031e-6
DMAC2L,7.939823137326099e-6
PDE7B,2.733648564044674e-5
ZNF777,3.2828981782863246e-6
SALL3,1.0651223838885466e-6
NMRK2,8.379793775422851e-5
CSDC2,2.379217392473639e-6
VENTX,1.6617202470353145e-6
ZNF544,1.5281694370167963e-6
APEX2,3.150104547638638e-5
BHLHE22,2.816149454380203e-6
TOX3,3.390808325728354e-6
ZNF638,1.4472173930455818e-6
POLM,6.11434396681047e-6
MACROD1,6.429204696443031e-5
ATAD2,1.4874977423258245e-5
ZC3H7A,4.593659087327735e-6
MED4,1.9057053798335074e-5
SSU72,3.011572790619781e-5
FHOD1,3.074371634633397e-5
SAP30BP,1.1263197451370204e-6
OLA1,9.791160286057644e-6
REPIN1,1.5230263178204945e-5
SENP1,5.371263534122942e-5
CPSF1,1.116779502774754e-5
PURG,1.3019685629015537e-5
BAZ2B,8.68231061248285e-7
BICRA,1.4010139237114675e-5
CXXC1,1.3697829003866127e-5
POLR1H,2.0320683339811906e-5
DNTTIP2,2.4950573499198518e-6
CTAG2,3.2643083986859993e-6
CRNN,1.1468718483348747e-5
AK3,1.1185733497695992e-4
RNF141,1.935570031478011e-6
MED31,1.7576901324242417e-5
ASCC1,8.349355616228755e-6
EXOSC1,1.6927170859696453e-5
ZNF593,4.857820348336155e-5
ZNF691,1.038793631545421e-6
FCF1,2.870984555295001e-6
POLR1D,2.054334956438261e-5
UTP18,1.3031129351132694e-5
PHF20L1,1.5265038120707397e-5
UTP11,3.3565160024136424e-6
ZNF706,4.283028864306471e-6
DDX47,9.50905187181595e-6
ELOA2,1.2495813317900871e-5
PHF20,1.2741171716954365e-5
NT5C3A,4.64780980466012e-5
ZNF571,1.0651223838885466e-6
IER5,5.825575275769884e-5
SCAND1,7.706118075783438e-7
GMPR2,8.702437426102016e-5
FKBP11,8.64114809361288e-6
ARL6IP4,1.0079606534771265e-6
ZNF771,9.89686272788404e-7
ZNF117,1.1688749694305158e-6
TEX264,1.2789419089629186e-5
NOL7,3.813124070952675e-6
ZNF107,1.5281694370167963e-6
VGLL1,1.272908928123618e-6
PRRX2,1.100870627131443e-6
SPOUT1,2.679055875392376e-5
CTDSPL2,1.5029257132362287e-5
NELFCD,2.0236727181625195e-5
PPHLN1,2.1453715183548376e-5
ZCCHC17,5.010912877854097e-6
ZNF581,1.038793631545421e-6
CINP,8.142471918588435e-6
ARMCX3,1.5118508939814523e-5
TDP2,1.275273637563489e-4
ESF1,1.2802478814344493e-6
PCF11,2.381794053438069e-5
MED15,1.3219129902069082e-5
SRRT,2.279000639264795e-5
NOP58,4.9889945184963875e-5
RASD1,7.372259171707588e-6
FKBP7,1.702501951808977e-5
ZNF44,9.790540576565843e-7
DNAJB11,1.6679111331364884e-5
CMPK1,2.612182058460807e-4
WBP11,3.980172839152334e-6
RSF1,6.412449047422918e-5
KDM3B,3.745868655040158e-5
PHAX,4.306740983315534e-5
ADA2,1.3020117759142102e-4
NUDT9,4.27035450367377e-5
PANK1,4.586982866895461e-5
PTOV1,1.073586185559988e-6
CPSF2,1.6734831234720947e-5
YBEY,4.083156803471542e-6
CHRAC1,3.869034274730872e-5
ATAD2B,1.4565571377661524e-5
SPIN2A,2.591631663920416e-6
DGCR8,1.3646926543569787e-4
ANKRD16,1.7989148539369803e-6
SCAND2P,6.370108686791108e-7
FBXL19,1.3071742270057677e-5
NKX1-1,1.1385240212644373e-6
ZNF853,9.073712066197675e-7
MED18,1.4531843500090468e-5
ZNF586,1.0651223838885466e-6
ZNF562,1.0651223838885466e-6
ZNF280D,1.0763220123834298e-6
ERCC6L,1.3913175190757865e-5
GIN1,3.898429689037878e-6
WDR55,1.17939461427969e-6
GON4L,8.64117980801107e-7
QRICH1,8.403860101151666e-6
CASZ1,2.1047972441347463e-6
CDKAL1,1.9075943878271836e-4
NSD3,1.3704553859027391e-4
CHTF8,1.9994497278059217e-5
ZSCAN32,1.1005686387866336e-6
TMEM161A,9.930780815293217e-6
EXD3,1.927848793527966e-6
KANSL2,8.178085018244019e-6
DUSP23,1.4730388235394753e-5
SSH3,1.834767539731261e-5
UCKL1,1.977809196469756e-4
HPF1,2.8498726075508782e-5
INTS11,9.330624786756732e-6
NMRK1,8.04764167022422e-5
ZNF770,1.516969808521913e-6
FKBP14,8.017976483187208e-6
NOL8,4.094891828210964e-6
CDCA4,1.2854838128799888e-6
MED9,1.3258602545057486e-5
SLFN12,5.627731661652504e-6
PRPF38B,1.9565711764323253e-6
FANCL,8.421672490464209e-6
RBM28,1.1452410596378554e-6
LARP1B,9.077951015293786e-6
SRBD1,6.878598251061854e-7
MSL2,6.275807680338524e-5
INTS10,6.9690330737217234e-6
NADSYN1,8.397565829180892e-5
ZNF532,6.979048828670124e-7
SBNO1,1.2514301616210075e-6
FANCI,8.782660209484992e-6
VRTN,7.536017365534643e-7
ASXL2,3.087573019179111e-5
TYW1,5.867253327820896e-5
IMP3,2.3839932972900423e-5
QRSL1,5.8976342847994846e-5
ZNF654,7.756206946194643e-7
BRF2,5.587167234399282e-5
ZNF444,1.0763220123834298e-6
RFK,3.319242083073408e-4
CPPED1,1.2138969799640389e-5
LARP6,1.6489686403382305e-5
SLC35C1,2.5795503126172827e-4
PIDD1,1.0325885964970743e-5
MCM10,8.047118878366624e-6
ZNF331,1.180074597925399e-6
SAGE1,7.594721599145151e-6
ELAC1,4.4382293826557584e-5
MAML3,8.682778259960841e-6
CDCA7L,1.150408705918987e-6
RBM38,1.0395553730786698e-5
ZNF823,9.790540576565843e-7
ZNF821,1.038793631545421e-6
SUPT20H,7.747570307431076e-6
MED29,1.3258602545057486e-5
ZNF280C,1.0763220123834298e-6
TASP1,9.280533996978932e-6
THUMPD1,1.9412741927709854e-6
ZNF407,1.0291152313170223e-6
KRBOX4,4.03192365972974e-7
DEPDC1,2.15890093730863e-6
INTS8,9.584026054820246e-6
ZNF416,1.0651223838885466e-6
DDX27,8.237701233419499e-6
ZNF446,1.2158691395031723e-6
MFN1,2.429712040979236e-5
PPP4R3A,1.70317327810464e-5
IWS1,3.4350722248732116e-5
IARS2,6.79043322416453e-5
FAR2,8.313714247559472e-5
